"","source.type","source.id","source.description","DTXSID","CASRN","PREFERRED_NAME","variable","form","mean","cv","values","gender","min.age","max.age"
"1","Product","P.AC.010.029","arts and crafts adhesive spray","DTXSID4027028","124-38-9","Carbon dioxide","f.chemical","empirical",0,0,"0.03","B","0","99"
"2","Product","P.AC.010.029","arts and crafts adhesive spray","DTXSID4027028","124-38-9","Carbon dioxide","chem.prev","point",1,0,"0.03","B","0","99"
"3","Product","P.AC.010.029","arts and crafts adhesive spray","DTXSID0020868","75-09-2","Dichloromethane","f.chemical","empirical",0,0,"0.245","B","0","99"
"4","Product","P.AC.010.029","arts and crafts adhesive spray","DTXSID0020868","75-09-2","Dichloromethane","chem.prev","point",1,0,"0.245","B","0","99"
"5","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9021392","102-71-6","Triethanolamine","f.chemical","empirical",0,0,"0.0055, 0.009, 0.009","B","0","99"
"6","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9021392","102-71-6","Triethanolamine","chem.prev","point",1,0,"0.0055, 0.009, 0.009","B","0","99"
"7","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4020240","105-60-2","Caprolactam","f.chemical","empirical",0,0,"0.03","B","0","99"
"8","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4020240","105-60-2","Caprolactam","chem.prev","point",1,0,"0.03","B","0","99"
"9","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID7024665","106-97-8","Butane","f.chemical","empirical",0,0,"0.1127, 0.03","B","0","99"
"10","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID7024665","106-97-8","Butane","chem.prev","point",1,0,"0.1127, 0.03","B","0","99"
"11","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8020597","107-21-1","Ethylene glycol","f.chemical","empirical",0,0,"0.05, 0.01","B","0","99"
"12","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8020597","107-21-1","Ethylene glycol","chem.prev","point",1,0,"0.05, 0.01","B","0","99"
"13","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8024284","107-98-2","1-Methoxy-2-propanol","f.chemical","empirical",0,0,"0.035, 0.035","B","0","99"
"14","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8024284","107-98-2","1-Methoxy-2-propanol","chem.prev","point",1,0,"0.035, 0.035","B","0","99"
"15","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3021431","108-05-4","Vinyl acetate","f.chemical","empirical",0,0,"0.13, 0.0025","B","0","99"
"16","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3021431","108-05-4","Vinyl acetate","chem.prev","point",1,0,"0.13, 0.0025","B","0","99"
"17","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4021923","110-82-7","Cyclohexane","f.chemical","empirical",0,0,"0.1","B","0","99"
"18","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4021923","110-82-7","Cyclohexane","chem.prev","point",1,0,"0.1","B","0","99"
"19","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8026937","115-10-6","Dimethyl ether","f.chemical","empirical",0,0,"0.1","B","0","99"
"20","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8026937","115-10-6","Dimethyl ether","chem.prev","point",1,0,"0.1","B","0","99"
"21","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9021976","122-99-6","2-Phenoxyethanol","f.chemical","empirical",0,0,"0.001","B","0","99"
"22","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9021976","122-99-6","2-Phenoxyethanol","chem.prev","point",1,0,"0.001","B","0","99"
"23","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID7020716","123-31-9","Hydroquinone","f.chemical","empirical",0,0,"0.0015","B","0","99"
"24","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID7020716","123-31-9","Hydroquinone","chem.prev","point",1,0,"0.0015","B","0","99"
"25","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID6024676","141-32-2","Butyl acrylate","f.chemical","empirical",0,0,"0.45","B","0","99"
"26","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID6024676","141-32-2","Butyl acrylate","chem.prev","point",1,0,"0.45","B","0","99"
"27","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID6024127","142-82-5","Heptane","f.chemical","empirical",0,0,"0.0528","B","0","99"
"28","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID6024127","142-82-5","Heptane","chem.prev","point",1,0,"0.0528","B","0","99"
"29","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8027117","147-14-8","Copper phthalocyanine","f.chemical","empirical",0,0,"0.02, 2e-04","B","0","99"
"30","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8027117","147-14-8","Copper phthalocyanine","chem.prev","point",1,0,"0.02, 2e-04","B","0","99"
"31","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0021337","148-79-8","Thiabendazole","f.chemical","empirical",0,0,"0.00035","B","0","99"
"32","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0021337","148-79-8","Thiabendazole","chem.prev","point",1,0,"0.00035","B","0","99"
"33","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID7021233","16423-68-0","FD&C Red 3","f.chemical","empirical",0,0,"5e-04, 5e-04","B","0","99"
"34","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID7021233","16423-68-0","FD&C Red 3","chem.prev","point",1,0,"5e-04, 5e-04","B","0","99"
"35","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID6024624","1675-54-3","Bisphenol A diglycidyl ether","f.chemical","empirical",0,0,"0.00545, 0.00545","B","0","99"
"36","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID6024624","1675-54-3","Bisphenol A diglycidyl ether","chem.prev","point",1,0,"0.00545, 0.00545","B","0","99"
"37","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9034286","26172-55-4","5-Chloro-2-methyl-3(2H)-isothiazolone","f.chemical","empirical",0,0,"5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"38","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9034286","26172-55-4","5-Chloro-2-methyl-3(2H)-isothiazolone","chem.prev","point",1,0,"5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"39","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2034259","2682-20-4","2-Methyl-3(2H)-isothiazolone","f.chemical","empirical",0,0,"5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"40","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2034259","2682-20-4","2-Methyl-3(2H)-isothiazolone","chem.prev","point",1,0,"5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"41","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3042348","35285-69-9","Propylparaben sodium","f.chemical","empirical",0,0,"0.01025","B","0","99"
"42","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3042348","35285-69-9","Propylparaben sodium","chem.prev","point",1,0,"0.01025","B","0","99"
"43","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5041225","3586-55-8","1,2-Bis[hydroxymethoxy]ethane","f.chemical","empirical",0,0,"5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"44","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5041225","3586-55-8","1,2-Bis[hydroxymethoxy]ethane","chem.prev","point",1,0,"5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"45","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2020189","3844-45-9","FD&C Blue No. 1","f.chemical","empirical",0,0,"0.00028","B","0","99"
"46","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2020189","3844-45-9","FD&C Blue No. 1","chem.prev","point",1,0,"0.00028","B","0","99"
"47","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3036238","471-34-1","Calcium carbonate","f.chemical","empirical",0,0,"0.2","B","0","99"
"48","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3036238","471-34-1","Calcium carbonate","chem.prev","point",1,0,"0.2","B","0","99"
"49","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8024652","52-51-7","Bronopol","f.chemical","empirical",0,0,"3e-04","B","0","99"
"50","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8024652","52-51-7","Bronopol","chem.prev","point",1,0,"3e-04","B","0","99"
"51","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID1020140","532-32-1","Sodium benzoate","f.chemical","empirical",0,0,"0.0044, 0.0044","B","0","99"
"52","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID1020140","532-32-1","Sodium benzoate","chem.prev","point",1,0,"0.0044, 0.0044","B","0","99"
"53","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3036288","5333-42-6","2-Octyl-1-dodecanol","f.chemical","empirical",0,0,"0.083","B","0","99"
"54","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3036288","5333-42-6","2-Octyl-1-dodecanol","chem.prev","point",1,0,"0.083","B","0","99"
"55","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9020663","56-81-5","Glycerol","f.chemical","empirical",0,0,"0.03, 0.025, 0.03, 0.05, 0.03, 0.1, 0.1, 0.05, 0.45, 0.06, 0.04, 0.025, 0.075, 0.03, 0.03, 0.03, 0.03, 0.03, 0.125, 0.125","B","0","99"
"56","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9020663","56-81-5","Glycerol","chem.prev","point",1,0,"0.03, 0.025, 0.03, 0.05, 0.03, 0.1, 0.1, 0.05, 0.45, 0.06, 0.04, 0.025, 0.075, 0.03, 0.03, 0.03, 0.03, 0.03, 0.125, 0.125","B","0","99"
"57","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8021642","57-11-4","Octadecanoic acid","f.chemical","empirical",0,0,"0.075","B","0","99"
"58","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8021642","57-11-4","Octadecanoic acid","chem.prev","point",1,0,"0.075","B","0","99"
"59","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2021288","57-50-1","Sucrose","f.chemical","empirical",0,0,"0.25, 0.08, 0.08, 0.08, 0.25, 0.08, 0.08","B","0","99"
"60","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2021288","57-50-1","Sucrose","chem.prev","point",1,0,"0.25, 0.08, 0.08, 0.08, 0.25, 0.08, 0.08","B","0","99"
"61","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0021206","57-55-6","1,2-Propylene glycol","f.chemical","empirical",0,0,"0.03, 0.22, 0.03, 0.05, 0.03, 0.2, 0.03, 0.22","B","0","99"
"62","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0021206","57-55-6","1,2-Propylene glycol","chem.prev","point",1,0,"0.03, 0.22, 0.03, 0.05, 0.03, 0.2, 0.03, 0.22","B","0","99"
"63","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9020584","64-17-5","Ethanol","f.chemical","empirical",0,0,"0.005","B","0","99"
"64","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9020584","64-17-5","Ethanol","chem.prev","point",1,0,"0.005","B","0","99"
"65","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5024394","64-19-7","Acetic acid","f.chemical","empirical",0,0,"5e-04","B","0","99"
"66","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5024394","64-19-7","Acetic acid","chem.prev","point",1,0,"5e-04","B","0","99"
"67","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2021731","67-56-1","Methanol","f.chemical","empirical",0,0,"5e-04","B","0","99"
"68","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2021731","67-56-1","Methanol","chem.prev","point",1,0,"5e-04","B","0","99"
"69","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID1025279","7085-85-0","Ethyl cyanoacrylate","f.chemical","empirical",0,0,"0.9735","B","0","99"
"70","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID1025279","7085-85-0","Ethyl cyanoacrylate","chem.prev","point",1,0,"0.9735","B","0","99"
"71","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3039242","71-43-2","Benzene","f.chemical","empirical",0,0,"5e-06","B","0","99"
"72","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3039242","71-43-2","Benzene","chem.prev","point",1,0,"5e-06","B","0","99"
"73","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5026386","74-98-6","Propane","f.chemical","empirical",0,0,"0.03","B","0","99"
"74","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5026386","74-98-6","Propane","chem.prev","point",1,0,"0.03","B","0","99"
"75","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5039224","75-07-0","Acetaldehyde","f.chemical","empirical",0,0,"5e-04","B","0","99"
"76","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID5039224","75-07-0","Acetaldehyde","chem.prev","point",1,0,"5e-04","B","0","99"
"77","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0024050","75-37-6","1,1-Difluoroethane","f.chemical","empirical",0,0,"0.1","B","0","99"
"78","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0024050","75-37-6","1,1-Difluoroethane","chem.prev","point",1,0,"0.1","B","0","99"
"79","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0021759","78-83-1","2-Methyl-1-propanol","f.chemical","empirical",0,0,"0.0055, 0.0055, 0.0055, 0.0055","B","0","99"
"80","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0021759","78-83-1","2-Methyl-1-propanol","chem.prev","point",1,0,"0.0055, 0.0055, 0.0055, 0.0055","B","0","99"
"81","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3021516","78-93-3","Methyl ethyl ketone","f.chemical","empirical",0,0,"0.7","B","0","99"
"82","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID3021516","78-93-3","Methyl ethyl ketone","chem.prev","point",1,0,"0.7","B","0","99"
"83","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0029559","78491-02-8","Diazolidinyl urea","f.chemical","empirical",0,0,"0.0055, 0.0055","B","0","99"
"84","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0029559","78491-02-8","Diazolidinyl urea","chem.prev","point",1,0,"0.0055, 0.0055","B","0","99"
"85","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0039229","79-10-7","Acrylic acid","f.chemical","empirical",0,0,"0.0055","B","0","99"
"86","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID0039229","79-10-7","Acrylic acid","chem.prev","point",1,0,"0.0055","B","0","99"
"87","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4021767","79-20-9","Methyl acetate","f.chemical","empirical",0,0,"0.275","B","0","99"
"88","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4021767","79-20-9","Methyl acetate","chem.prev","point",1,0,"0.275","B","0","99"
"89","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9027318","822-16-2","Sodium octadecanoate","f.chemical","empirical",0,0,"0.075, 0.06, 0.06, 0.07, 0.07, 0.06, 0.225, 0.2, 0.06, 0.06, 0.06, 0.06, 0.06","B","0","99"
"90","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID9027318","822-16-2","Sodium octadecanoate","chem.prev","point",1,0,"0.075, 0.06, 0.06, 0.07, 0.07, 0.06, 0.225, 0.2, 0.06, 0.06, 0.06, 0.06, 0.06","B","0","99"
"91","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2026523","87-90-1","Symclosene","f.chemical","empirical",0,0,"0.99","B","0","99"
"92","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID2026523","87-90-1","Symclosene","chem.prev","point",1,0,"0.99","B","0","99"
"93","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8020913","91-20-3","Naphthalene","f.chemical","empirical",0,0,"5e-06","B","0","99"
"94","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID8020913","91-20-3","Naphthalene","chem.prev","point",1,0,"5e-06","B","0","99"
"95","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4022527","94-13-3","Propylparaben","f.chemical","empirical",0,0,"0.0055","B","0","99"
"96","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4022527","94-13-3","Propylparaben","chem.prev","point",1,0,"0.0055","B","0","99"
"97","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4022529","99-76-3","Methylparaben","f.chemical","empirical",0,0,"0.0055, 0.0027, 0.0027","B","0","99"
"98","Product","P.AC.010.999","arts and crafts adhesive NOC","DTXSID4022529","99-76-3","Methylparaben","chem.prev","point",1,0,"0.0055, 0.0027, 0.0027","B","0","99"
"99","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID3020596","100-41-4","Ethylbenzene","f.chemical","empirical",0,0,"0.03","B","0","99"
"100","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID3020596","100-41-4","Ethylbenzene","chem.prev","point",1,0,"0.03","B","0","99"
"101","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID7024665","106-97-8","Butane","f.chemical","empirical",0,0,"0.03","B","0","99"
"102","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID7024665","106-97-8","Butane","chem.prev","point",1,0,"0.03","B","0","99"
"103","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID7021360","108-88-3","1-Methylbenzene","f.chemical","empirical",0,0,"0.16, 0.75, 0.75, 0.75","B","0","99"
"104","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID7021360","108-88-3","1-Methylbenzene","chem.prev","point",1,0,"0.16, 0.75, 0.75, 0.75","B","0","99"
"105","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID1024097","111-76-2","2-Butoxyethanol","f.chemical","empirical",0,0,"0.03","B","0","99"
"106","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID1024097","111-76-2","2-Butoxyethanol","chem.prev","point",1,0,"0.03","B","0","99"
"107","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID5020154","120-32-1","Clorophene","f.chemical","empirical",0,0,"0.0025","B","0","99"
"108","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID5020154","120-32-1","Clorophene","chem.prev","point",1,0,"0.0025","B","0","99"
"109","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID4027072","139-02-6","Sodium phenolate","f.chemical","empirical",0,0,"1","B","0","99"
"110","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID4027072","139-02-6","Sodium phenolate","chem.prev","point",1,0,"1","B","0","99"
"111","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID9020584","64-17-5","Ethanol","f.chemical","empirical",0,0,"0.1, 0.03","B","0","99"
"112","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID9020584","64-17-5","Ethanol","chem.prev","point",1,0,"0.1, 0.03","B","0","99"
"113","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID2021731","67-56-1","Methanol","f.chemical","empirical",0,0,"0.036, 0.075, 0.075, 0.075","B","0","99"
"114","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID2021731","67-56-1","Methanol","chem.prev","point",1,0,"0.036, 0.075, 0.075, 0.075","B","0","99"
"115","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID7020762","67-63-0","Isopropanol","f.chemical","empirical",0,0,"0.089, 0.005","B","0","99"
"116","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID7020762","67-63-0","Isopropanol","chem.prev","point",1,0,"0.089, 0.005","B","0","99"
"117","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID8021482","67-64-1","Acetone","f.chemical","empirical",0,0,"0.089, 0.15, 0.125, 0.125, 0.125","B","0","99"
"118","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID8021482","67-64-1","Acetone","chem.prev","point",1,0,"0.089, 0.15, 0.125, 0.125, 0.125","B","0","99"
"119","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID6020690","70-30-4","Hexachlorophene","f.chemical","empirical",0,0,"0.0025","B","0","99"
"120","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID6020690","70-30-4","Hexachlorophene","chem.prev","point",1,0,"0.0025","B","0","99"
"121","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID0021381","71-55-6","1,1,1-Trichloroethane","f.chemical","empirical",0,0,"0.83","B","0","99"
"122","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID0021381","71-55-6","1,1,1-Trichloroethane","chem.prev","point",1,0,"0.83","B","0","99"
"123","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID5026386","74-98-6","Propane","f.chemical","empirical",0,0,"0.03","B","0","99"
"124","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID5026386","74-98-6","Propane","chem.prev","point",1,0,"0.03","B","0","99"
"125","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID0020868","75-09-2","Dichloromethane","f.chemical","empirical",0,0,"0.178, 0.55, 0.55, 0.55","B","0","99"
"126","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID0020868","75-09-2","Dichloromethane","chem.prev","point",1,0,"0.178, 0.55, 0.55, 0.55","B","0","99"
"127","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID3021516","78-93-3","Methyl ethyl ketone","f.chemical","empirical",0,0,"0.3","B","0","99"
"128","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID3021516","78-93-3","Methyl ethyl ketone","chem.prev","point",1,0,"0.3","B","0","99"
"129","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID9021764","78-96-6","1-Amino-2-propanol","f.chemical","empirical",0,0,"0.002, 0.025","B","0","99"
"130","Product","P.AC.020.000","arts and crafts cleaner ","DTXSID9021764","78-96-6","1-Amino-2-propanol","chem.prev","point",1,0,"0.002, 0.025","B","0","99"
"131","Product","P.AC.030.029","arts and crafts finish spray","DTXSID7024665","106-97-8","Butane","f.chemical","empirical",0,0,"0.13","B","0","99"
"132","Product","P.AC.030.029","arts and crafts finish spray","DTXSID7024665","106-97-8","Butane","chem.prev","point",1,0,"0.13","B","0","99"
"133","Product","P.AC.030.029","arts and crafts finish spray","DTXSID9020584","64-17-5","Ethanol","f.chemical","empirical",0,0,"0.32","B","0","99"
"134","Product","P.AC.030.029","arts and crafts finish spray","DTXSID9020584","64-17-5","Ethanol","chem.prev","point",1,0,"0.32","B","0","99"
"135","Product","P.AC.030.029","arts and crafts finish spray","DTXSID5026386","74-98-6","Propane","f.chemical","empirical",0,0,"0.12","B","0","99"
"136","Product","P.AC.030.029","arts and crafts finish spray","DTXSID5026386","74-98-6","Propane","chem.prev","point",1,0,"0.12","B","0","99"
"137","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID3020596","100-41-4","Ethylbenzene","f.chemical","empirical",0,0,"5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"138","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID3020596","100-41-4","Ethylbenzene","chem.prev","point",1,0,"5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"139","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID2025688","110-91-8","Morpholine","f.chemical","empirical",0,0,"0.005, 0.005, 0.0025, 0.0025, 0.0025, 0.0055, 0.0055, 0.0055, 0.0055, 0.0025, 0.005, 0.005, 0.005","B","0","99"
"140","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID2025688","110-91-8","Morpholine","chem.prev","point",1,0,"0.005, 0.005, 0.0025, 0.0025, 0.0025, 0.0055, 0.0055, 0.0055, 0.0055, 0.0025, 0.005, 0.005, 0.005","B","0","99"
"141","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID1025809","112-80-1","Oleic acid","f.chemical","empirical",0,0,"0.03, 0.03, 0.03, 0.03","B","0","99"
"142","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID1025809","112-80-1","Oleic acid","chem.prev","point",1,0,"0.03, 0.03, 0.03, 0.03","B","0","99"
"143","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID3021982","123-86-4","Butyl acetate","f.chemical","empirical",0,0,"5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"144","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID3021982","123-86-4","Butyl acetate","chem.prev","point",1,0,"5e-04, 5e-04, 5e-04, 5e-04","B","0","99"
"145","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID2027044","127-09-3","Sodium acetate","f.chemical","empirical",0,0,"0.005","B","0","99"
"146","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID2027044","127-09-3","Sodium acetate","chem.prev","point",1,0,"0.005","B","0","99"
"147","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID9020663","56-81-5","Glycerol","f.chemical","empirical",0,0,"0.03, 0.03, 0.03, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.1, 0.03, 0.03, 0.03, 0.03","B","0","99"
"148","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID9020663","56-81-5","Glycerol","chem.prev","point",1,0,"0.03, 0.03, 0.03, 0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.02, 0.1, 0.03, 0.03, 0.03, 0.03","B","0","99"
"149","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID5024394","64-19-7","Acetic acid","f.chemical","empirical",0,0,"0.01","B","0","99"
"150","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID5024394","64-19-7","Acetic acid","chem.prev","point",1,0,"0.01","B","0","99"
"151","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID0021759","78-83-1","2-Methyl-1-propanol","f.chemical","empirical",0,0,"0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 5e-04, 5e-04, 5e-04, 5e-04, 0.0025, 0.0025, 0.0025","B","0","99"
"152","Product","P.AC.030.999","arts and crafts finish NOC","DTXSID0021759","78-83-1","2-Methyl-1-propanol","chem.prev","point",1,0,"0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 0.0025, 5e-04, 5e-04, 5e-04, 5e-04, 0.0025, 0.0025, 0.0025","B","0","99"
"153","Product","P.AC.040.000","arts and crafts paint ","DTXSID5027354","1047-16-1","5,12-Dihydroquino[2,3-b]acridine-7,14-dione","f.chemical","empirical",0,0,"0.008, 0.008, 0.008","B","0","99"
"154","Product","P.AC.040.000","arts and crafts paint ","DTXSID5027354","1047-16-1","5,12-Dihydroquino[2,3-b]acridine-7,14-dione","chem.prev","point",1,0,"0.008, 0.008, 0.008","B","0","99"
"155","Product","P.AC.040.000","arts and crafts paint ","DTXSID3021986","126-73-8","Tributyl phosphate","f.chemical","empirical",0,0,"0.0055","B","0","99"
"156","Product","P.AC.040.000","arts and crafts paint ","DTXSID3021986","126-73-8","Tributyl phosphate","chem.prev","point",1,0,"0.0055","B","0","99"
"157","Product","P.AC.040.000","arts and crafts paint ","DTXSID4027072","139-02-6","Sodium phenolate","f.chemical","empirical",0,0,"1","B","0","99"
"158","Product","P.AC.040.000","arts and crafts paint ","DTXSID4027072","139-02-6","Sodium phenolate","chem.prev","point",1,0,"1","B","0","99"
