"","source.type","source.id","source.description","DTXSID","CASRN","PREFERRED_NAME","variable","form","mean","cv","values","gender","min.age","max.age"
"2146","Product","P.HM.120.009","paint interior","DTXSID8020597","107-21-1","Ethylene glycol","chem.prev","point",1,0,"0.02, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.012, 0.025, 0.023, 0.024, 0.023, 0.024, 0.023, 0.049, 0.025, 0.025, 0.025, 0.045, 0.035, 0.025, 0.025, 0.015, 0.015, 0.015, 0.015, 0.01, 0.015, 0.0147, 0.01, 0.025, 8.4e-05, 0.02, 0.016, 0.0303","B","0","99"
"2147","Product","P.HM.120.009","paint interior","DTXSID3021431","108-05-4","Vinyl acetate","f.chemical","empirical",0,0,"0.13, 0.0055, 0.0055","B","0","99"
"2148","Product","P.HM.120.009","paint interior","DTXSID3021431","108-05-4","Vinyl acetate","chem.prev","point",1,0,"0.13, 0.0055, 0.0055","B","0","99"
"2149","Product","P.HM.120.009","paint interior","DTXSID5021889","108-10-1","4-Methyl-2-pentanone","f.chemical","empirical",0,0,"0.1","B","0","99"
"2150","Product","P.HM.120.009","paint interior","DTXSID5021889","108-10-1","4-Methyl-2-pentanone","chem.prev","point",1,0,"0.1","B","0","99"
"2151","Product","P.HM.120.009","paint interior","DTXSID7021360","108-88-3","1-Methylbenzene","f.chemical","empirical",0,0,"0.09, 0.05, 0.15, 0.09, 0.09, 0.09, 0.09, 0.09, 0.1, 0.09","B","0","99"
"2152","Product","P.HM.120.009","paint interior","DTXSID7021360","108-88-3","1-Methylbenzene","chem.prev","point",1,0,"0.09, 0.05, 0.15, 0.09, 0.09, 0.09, 0.09, 0.09, 0.1, 0.09","B","0","99"
"2153","Product","P.HM.120.009","paint interior","DTXSID6020359","108-94-1","Cyclohexanone","f.chemical","empirical",0,0,"0.025","B","0","99"
"2154","Product","P.HM.120.009","paint interior","DTXSID6020359","108-94-1","Cyclohexanone","chem.prev","point",1,0,"0.025","B","0","99"
"2155","Product","P.HM.120.009","paint interior","DTXSID9021928","111-15-9","Ethylene glycol monoethyl ether acetate","f.chemical","empirical",0,0,"0.03","B","0","99"
"2156","Product","P.HM.120.009","paint interior","DTXSID9021928","111-15-9","Ethylene glycol monoethyl ether acetate","chem.prev","point",1,0,"0.03","B","0","99"
"2157","Product","P.HM.120.009","paint interior","DTXSID1024097","111-76-2","2-Butoxyethanol","f.chemical","empirical",0,0,"0.05, 0.015","B","0","99"
"2158","Product","P.HM.120.009","paint interior","DTXSID1024097","111-76-2","2-Butoxyethanol","chem.prev","point",1,0,"0.05, 0.015","B","0","99"
"2159","Product","P.HM.120.009","paint interior","DTXSID8021519","112-34-5","2-(2-Butoxyethoxy)ethanol","f.chemical","empirical",0,0,"0.0275, 0.025, 0.025, 0.025, 0.025, 0.015, 0.015, 0.015, 0.015, 0.015, 0.02, 0.015","B","0","99"
"2160","Product","P.HM.120.009","paint interior","DTXSID8021519","112-34-5","2-(2-Butoxyethoxy)ethanol","chem.prev","point",1,0,"0.0275, 0.025, 0.025, 0.025, 0.025, 0.015, 0.015, 0.015, 0.015, 0.015, 0.02, 0.015","B","0","99"
"2161","Product","P.HM.120.009","paint interior","DTXSID3021982","123-86-4","Butyl acetate","f.chemical","empirical",0,0,"0.0244","B","0","99"
"2162","Product","P.HM.120.009","paint interior","DTXSID3021982","123-86-4","Butyl acetate","chem.prev","point",1,0,"0.0244","B","0","99"
"2163","Product","P.HM.120.009","paint interior","DTXSID0027064","136-52-7","Hexanoic acid, 2-ethyl-, cobalt(2+) salt","f.chemical","empirical",0,0,"0.005, 0.005, 0.005","B","0","99"
"2164","Product","P.HM.120.009","paint interior","DTXSID0027064","136-52-7","Hexanoic acid, 2-ethyl-, cobalt(2+) salt","chem.prev","point",1,0,"0.005, 0.005, 0.005","B","0","99"
"2165","Product","P.HM.120.009","paint interior","DTXSID4027072","139-02-6","Sodium phenolate","f.chemical","empirical",0,0,"0.14","B","0","99"
"2166","Product","P.HM.120.009","paint interior","DTXSID4027072","139-02-6","Sodium phenolate","chem.prev","point",1,0,"0.14","B","0","99"
"2167","Product","P.HM.120.009","paint interior","DTXSID1022001","141-78-6","Ethyl acetate","f.chemical","empirical",0,0,"0.0659","B","0","99"
"2168","Product","P.HM.120.009","paint interior","DTXSID1022001","141-78-6","Ethyl acetate","chem.prev","point",1,0,"0.0659","B","0","99"
"2169","Product","P.HM.120.009","paint interior","DTXSID5029217","1569-01-3","1-Propoxy-2-propanol","f.chemical","empirical",0,0,"0.1","B","0","99"
"2170","Product","P.HM.120.009","paint interior","DTXSID5029217","1569-01-3","1-Propoxy-2-propanol","chem.prev","point",1,0,"0.1","B","0","99"
"2171","Product","P.HM.120.009","paint interior","DTXSID3036238","471-34-1","Calcium carbonate","f.chemical","empirical",0,0,"0.1325, 0.27, 0.129, 0.05, 0.05, 0.05, 0.05, 0.04, 0.05, 0.025, 0.05","B","0","99"
"2172","Product","P.HM.120.009","paint interior","DTXSID3036238","471-34-1","Calcium carbonate","chem.prev","point",1,0,"0.1325, 0.27, 0.129, 0.05, 0.05, 0.05, 0.05, 0.04, 0.05, 0.025, 0.05","B","0","99"
"2173","Product","P.HM.120.009","paint interior","DTXSID0028038","55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate","f.chemical","empirical",0,0,"7e-04","B","0","99"
"2174","Product","P.HM.120.009","paint interior","DTXSID0028038","55406-53-6","3-Iodo-2-propynyl-N-butylcarbamate","chem.prev","point",1,0,"7e-04","B","0","99"
"2175","Product","P.HM.120.009","paint interior","DTXSID0021206","57-55-6","1,2-Propylene glycol","f.chemical","empirical",0,0,"0.05, 0.05, 0.05, 0.05, 0.03, 0.025, 0.025, 0.01, 0.0616, 0.03","B","0","99"
"2176","Product","P.HM.120.009","paint interior","DTXSID0021206","57-55-6","1,2-Propylene glycol","chem.prev","point",1,0,"0.05, 0.05, 0.05, 0.05, 0.03, 0.025, 0.025, 0.01, 0.0616, 0.03","B","0","99"
"2177","Product","P.HM.120.009","paint interior","DTXSID7026156","584-84-9","Toluene 2,4-diisocyanate","f.chemical","empirical",0,0,"0.0018","B","0","99"
"2178","Product","P.HM.120.009","paint interior","DTXSID7026156","584-84-9","Toluene 2,4-diisocyanate","chem.prev","point",1,0,"0.0018","B","0","99"
"2179","Product","P.HM.120.009","paint interior","DTXSID7020762","67-63-0","Isopropanol","f.chemical","empirical",0,0,"0.08","B","0","99"
"2180","Product","P.HM.120.009","paint interior","DTXSID7020762","67-63-0","Isopropanol","chem.prev","point",1,0,"0.08","B","0","99"
"2181","Product","P.HM.120.009","paint interior","DTXSID8021482","67-64-1","Acetone","f.chemical","empirical",0,0,"0.36, 0.25, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36","B","0","99"
"2182","Product","P.HM.120.009","paint interior","DTXSID8021482","67-64-1","Acetone","chem.prev","point",1,0,"0.36, 0.25, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36, 0.36","B","0","99"
"2183","Product","P.HM.120.009","paint interior","DTXSID5026386","74-98-6","Propane","f.chemical","empirical",0,0,"0.12, 0.15, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12","B","0","99"
"2184","Product","P.HM.120.009","paint interior","DTXSID5026386","74-98-6","Propane","chem.prev","point",1,0,"0.12, 0.15, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12","B","0","99"
"2185","Product","P.HM.120.009","paint interior","DTXSID1026401","75-28-5","Isobutane","f.chemical","empirical",0,0,"0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16","B","0","99"
"2186","Product","P.HM.120.009","paint interior","DTXSID1026401","75-28-5","Isobutane","chem.prev","point",1,0,"0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16","B","0","99"
"2187","Product","P.HM.120.009","paint interior","DTXSID3021516","78-93-3","Methyl ethyl ketone","f.chemical","empirical",0,0,"0.0149","B","0","99"
"2188","Product","P.HM.120.009","paint interior","DTXSID3021516","78-93-3","Methyl ethyl ketone","chem.prev","point",1,0,"0.0149","B","0","99"
"2189","Product","P.HM.120.009","paint interior","DTXSID4024143","822-06-0","1,6-Diisocyanatohexane","f.chemical","empirical",0,0,"0.002","B","0","99"
"2190","Product","P.HM.120.009","paint interior","DTXSID4024143","822-06-0","1,6-Diisocyanatohexane","chem.prev","point",1,0,"0.002","B","0","99"
"2191","Product","P.HM.120.009","paint interior","DTXSID6020856","872-50-4","N-Methyl-2-pyrrolidone","f.chemical","empirical",0,0,"0.015","B","0","99"
"2192","Product","P.HM.120.009","paint interior","DTXSID6020856","872-50-4","N-Methyl-2-pyrrolidone","chem.prev","point",1,0,"0.015","B","0","99"
"2193","Product","P.HM.120.009","paint interior","DTXSID5034721","97553-90-7","Methanol, (((1-methyl-2-(5-methyl-3-oxazolidinyl)ethoxy)methoxy)methoxy)-","f.chemical","empirical",0,0,"0.0025","B","0","99"
"2194","Product","P.HM.120.009","paint interior","DTXSID5034721","97553-90-7","Methanol, (((1-methyl-2-(5-methyl-3-oxazolidinyl)ethoxy)methoxy)methoxy)-","chem.prev","point",1,0,"0.0025","B","0","99"
"2195","Product","P.HM.120.029","paint spray","DTXSID3020596","100-41-4","Ethylbenzene","f.chemical","empirical",0,0,"0.00785, 0.0077, 0.008, 0.00795, 0.0175, 0.00885, 0.00735, 0.0079, 0.00945, 0.0075, 0.0088, 0.0193, 0.0217, 0.00745, 0.0214, 0.0203, 0.03, 0.0216, 0.00795, 0.0175, 0.0088, 0.02, 0.01, 0.0124, 0.0107","B","0","99"
"2196","Product","P.HM.120.029","paint spray","DTXSID3020596","100-41-4","Ethylbenzene","chem.prev","point",1,0,"0.00785, 0.0077, 0.008, 0.00795, 0.0175, 0.00885, 0.00735, 0.0079, 0.00945, 0.0075, 0.0088, 0.0193, 0.0217, 0.00745, 0.0214, 0.0203, 0.03, 0.0216, 0.00795, 0.0175, 0.0088, 0.02, 0.01, 0.0124, 0.0107","B","0","99"
"2197","Product","P.HM.120.029","paint spray","DTXSID7024665","106-97-8","Butane","f.chemical","empirical",0,0,"0.08, 0.0625, 0.12, 0.07, 0.07, 0.07, 0.0464, 0.0372, 0.0658, 0.0411, 0.0411, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0367, 0.0367, 0.0411, 0.0411, 0.0464, 0.0464, 0.0464, 0.0464, 0.0464, 0.0367, 0.0464, 0.0367, 0.0319, 0.0489, 0.0456, 0.0478, 0.0452, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0743, 0.0658, 0.0658, 0.13, 0.0658, 0.0658, 0.0658, 0.0658, 0.0586, 0.0587, 0.0658, 0.0743, 0.0658, 0.05, 0.07, 0.04, 0.08, 0.06, 0.06, 0.06","B","0","99"
"2198","Product","P.HM.120.029","paint spray","DTXSID7024665","106-97-8","Butane","chem.prev","point",1,0,"0.08, 0.0625, 0.12, 0.07, 0.07, 0.07, 0.0464, 0.0372, 0.0658, 0.0411, 0.0411, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0367, 0.0367, 0.0411, 0.0411, 0.0464, 0.0464, 0.0464, 0.0464, 0.0464, 0.0367, 0.0464, 0.0367, 0.0319, 0.0489, 0.0456, 0.0478, 0.0452, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0658, 0.0743, 0.0658, 0.0658, 0.13, 0.0658, 0.0658, 0.0658, 0.0658, 0.0586, 0.0587, 0.0658, 0.0743, 0.0658, 0.05, 0.07, 0.04, 0.08, 0.06, 0.06, 0.06","B","0","99"
"2199","Product","P.HM.120.029","paint spray","DTXSID4029143","107-83-5","2-Methylpentane","f.chemical","empirical",0,0,"0.04, 0.04, 0.04, 0.05","B","0","99"
"2200","Product","P.HM.120.029","paint spray","DTXSID4029143","107-83-5","2-Methylpentane","chem.prev","point",1,0,"0.04, 0.04, 0.04, 0.05","B","0","99"
"2201","Product","P.HM.120.029","paint spray","DTXSID0021888","107-87-9","2-Pentanone","f.chemical","empirical",0,0,"0.0292, 0.01475, 0.01455, 0.0145, 0.01465, 0.01455, 0.0146, 0.0152, 0.01565, 0.01455, 0.01395, 0.0161, 0.01455, 0.01095, 0.01635, 0.0161, 0.0163, 0.0142","B","0","99"
"2202","Product","P.HM.120.029","paint spray","DTXSID0021888","107-87-9","2-Pentanone","chem.prev","point",1,0,"0.0292, 0.01475, 0.01455, 0.0145, 0.01465, 0.01455, 0.0146, 0.0152, 0.01565, 0.01455, 0.01395, 0.0161, 0.01455, 0.01095, 0.01635, 0.0161, 0.0163, 0.0142","B","0","99"
"2203","Product","P.HM.120.029","paint spray","DTXSID5021889","108-10-1","4-Methyl-2-pentanone","f.chemical","empirical",0,0,"0.0292, 0.01475, 0.01455, 0.0145, 0.01465, 0.01455, 0.0146, 0.0152, 0.01565, 0.01455, 0.01395, 0.0161, 0.01455, 0.01095, 0.01635, 0.0161, 0.0163, 0.0142, 0.03, 0.025, 0.03","B","0","99"
"2204","Product","P.HM.120.029","paint spray","DTXSID5021889","108-10-1","4-Methyl-2-pentanone","chem.prev","point",1,0,"0.0292, 0.01475, 0.01455, 0.0145, 0.01465, 0.01455, 0.0146, 0.0152, 0.01565, 0.01455, 0.01395, 0.0161, 0.01455, 0.01095, 0.01635, 0.0161, 0.0163, 0.0142, 0.03, 0.025, 0.03","B","0","99"
"2205","Product","P.HM.120.029","paint spray","DTXSID1026796","108-65-6","1-Methoxy-2-propyl acetate","f.chemical","empirical",0,0,"0.0175, 0.0155, 0.0189, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.075, 0.05, 0.04, 0.075, 0.05, 0.05","B","0","99"
"2206","Product","P.HM.120.029","paint spray","DTXSID1026796","108-65-6","1-Methoxy-2-propyl acetate","chem.prev","point",1,0,"0.0175, 0.0155, 0.0189, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.08, 0.075, 0.05, 0.04, 0.075, 0.05, 0.05","B","0","99"
"2207","Product","P.HM.120.029","paint spray","DTXSID4025080","108-83-8","Diisobutyl ketone","f.chemical","empirical",0,0,"0.025","B","0","99"
"2208","Product","P.HM.120.029","paint spray","DTXSID4025080","108-83-8","Diisobutyl ketone","chem.prev","point",1,0,"0.025","B","0","99"
"2209","Product","P.HM.120.029","paint spray","DTXSID7021360","108-88-3","1-Methylbenzene","f.chemical","empirical",0,0,"0.05, 0.125, 0.125, 0.3, 0.35, 0.3, 0.1466, 0.2532, 0.3115, 0.2713, 0.1451, 0.2552, 0.09115, 0.2317, 0.2676, 0.1596, 0.3041, 0.2662, 0.1466, 0.1644, 0.0161, 0.2691, 0.17, 0.1466, 0.1466, 0.1466, 0.1466, 0.1466, 0.1466, 0.1466, 0.1642, 0.1925, 0.2346, 0.2822, 0.1541, 0.1819, 0.3037, 0.2971, 0.2772, 0.2777, 0.1781, 0.3725, 0.2513, 0.2073, 0.12615, 0.2477, 0.2121, 0.2668, 0.2522, 0.2841, 0.2725, 0.2705, 0.1466, 0.2858, 0.3199, 0.3226, 0.2702, 0.2155, 0.2831, 0.1, 0.3028, 0.3579, 0.2021, 0.273, 0.3041, 0.1526, 0.1489, 0.1466, 0.1547, 0.1488, 0.1642, 0.2824, 0.3226, 0.1466, 0.3385, 0.14, 0.33, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.12, 0.36, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.36, 0.36, 0.36, 0.36, 0.21, 0.4, 0.32, 0.14, 0.4, 0.4, 0.02, 0.25, 0.32, 0.4, 0.017, 0.017, 0.27, 0.251, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.44, 0.05, 0.03, 0.14, 0.13, 0.05, 0.25, 0.065, 0.03, 0.125, 0.1002, 0.15, 0.15, 0.1142, 0.3295, 0.0646","B","0","99"
"2210","Product","P.HM.120.029","paint spray","DTXSID7021360","108-88-3","1-Methylbenzene","chem.prev","point",1,0,"0.05, 0.125, 0.125, 0.3, 0.35, 0.3, 0.1466, 0.2532, 0.3115, 0.2713, 0.1451, 0.2552, 0.09115, 0.2317, 0.2676, 0.1596, 0.3041, 0.2662, 0.1466, 0.1644, 0.0161, 0.2691, 0.17, 0.1466, 0.1466, 0.1466, 0.1466, 0.1466, 0.1466, 0.1466, 0.1642, 0.1925, 0.2346, 0.2822, 0.1541, 0.1819, 0.3037, 0.2971, 0.2772, 0.2777, 0.1781, 0.3725, 0.2513, 0.2073, 0.12615, 0.2477, 0.2121, 0.2668, 0.2522, 0.2841, 0.2725, 0.2705, 0.1466, 0.2858, 0.3199, 0.3226, 0.2702, 0.2155, 0.2831, 0.1, 0.3028, 0.3579, 0.2021, 0.273, 0.3041, 0.1526, 0.1489, 0.1466, 0.1547, 0.1488, 0.1642, 0.2824, 0.3226, 0.1466, 0.3385, 0.14, 0.33, 0.14, 0.14, 0.14, 0.14, 0.14, 0.14, 0.12, 0.36, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.36, 0.36, 0.36, 0.36, 0.21, 0.4, 0.32, 0.14, 0.4, 0.4, 0.02, 0.25, 0.32, 0.4, 0.017, 0.017, 0.27, 0.251, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.44, 0.05, 0.03, 0.14, 0.13, 0.05, 0.25, 0.065, 0.03, 0.125, 0.1002, 0.15, 0.15, 0.1142, 0.3295, 0.0646","B","0","99"
"2211","Product","P.HM.120.029","paint spray","DTXSID6021901","109-60-4","Propyl acetate","f.chemical","empirical",0,0,"0.0175","B","0","99"
"2212","Product","P.HM.120.029","paint spray","DTXSID6021901","109-60-4","Propyl acetate","chem.prev","point",1,0,"0.0175","B","0","99"
"2213","Product","P.HM.120.029","paint spray","DTXSID5021914","110-12-3","5-Methyl-2-hexanone","f.chemical","empirical",0,0,"0.0583, 0.059, 0.0582, 0.058, 0.015, 0.0585, 0.0581, 0.0584, 0.0609, 0.0627, 0.0581, 0.0559, 0.0644, 0.0582, 0.0582, 0.0654, 0.0644, 0.0653, 0.0568","B","0","99"
"2214","Product","P.HM.120.029","paint spray","DTXSID5021914","110-12-3","5-Methyl-2-hexanone","chem.prev","point",1,0,"0.0583, 0.059, 0.0582, 0.058, 0.015, 0.0585, 0.0581, 0.0584, 0.0609, 0.0627, 0.0581, 0.0559, 0.0644, 0.0582, 0.0582, 0.0654, 0.0644, 0.0653, 0.0568","B","0","99"
"2215","Product","P.HM.120.029","paint spray","DTXSID5026837","110-19-0","Isobutyl acetate","f.chemical","empirical",0,0,"0.0175, 0.0807, 0.0946, 0.025, 0.2, 0.2","B","0","99"
"2216","Product","P.HM.120.029","paint spray","DTXSID5026837","110-19-0","Isobutyl acetate","chem.prev","point",1,0,"0.0175, 0.0807, 0.0946, 0.025, 0.2, 0.2","B","0","99"
"2217","Product","P.HM.120.029","paint spray","DTXSID5021916","110-43-0","2-Heptanone","f.chemical","empirical",0,0,"0.0625","B","0","99"
"2218","Product","P.HM.120.029","paint spray","DTXSID5021916","110-43-0","2-Heptanone","chem.prev","point",1,0,"0.0625","B","0","99"
"2219","Product","P.HM.120.029","paint spray","DTXSID0021917","110-54-3","n-Hexane","f.chemical","empirical",0,0,"0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.19, 0.18, 0.0552, 0.0762, 0.11, 0.0713, 0.11, 0.11, 0.13","B","0","99"
"2220","Product","P.HM.120.029","paint spray","DTXSID0021917","110-54-3","n-Hexane","chem.prev","point",1,0,"0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.18, 0.19, 0.18, 0.0552, 0.0762, 0.11, 0.0713, 0.11, 0.11, 0.13","B","0","99"
"2221","Product","P.HM.120.029","paint spray","DTXSID9021928","111-15-9","Ethylene glycol monoethyl ether acetate","f.chemical","empirical",0,0,"0.0193, 0.0217, 0.0214, 0.0203, 0.0223, 0.019, 0.0216, 0.0223, 0.03","B","0","99"
"2222","Product","P.HM.120.029","paint spray","DTXSID9021928","111-15-9","Ethylene glycol monoethyl ether acetate","chem.prev","point",1,0,"0.0193, 0.0217, 0.0214, 0.0203, 0.0223, 0.019, 0.0216, 0.0223, 0.03","B","0","99"
"2223","Product","P.HM.120.029","paint spray","DTXSID1024097","111-76-2","2-Butoxyethanol","f.chemical","empirical",0,0,"0.02, 0.01, 0.015, 0.01, 0.01, 0.01, 0.005, 0.015, 0.05, 0.05, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.075, 0.075, 0.075, 0.05, 0.075, 0.075, 0.075, 0.075, 0.05, 0.05, 0.05","B","0","99"
"2224","Product","P.HM.120.029","paint spray","DTXSID1024097","111-76-2","2-Butoxyethanol","chem.prev","point",1,0,"0.02, 0.01, 0.015, 0.01, 0.01, 0.01, 0.005, 0.015, 0.05, 0.05, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.075, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.075, 0.075, 0.075, 0.05, 0.075, 0.075, 0.075, 0.075, 0.05, 0.05, 0.05","B","0","99"
"2225","Product","P.HM.120.029","paint spray","DTXSID1026904","112-07-2","2-Butoxyethyl acetate","f.chemical","empirical",0,0,"0.0379, 0.0342, 0.0404","B","0","99"
"2226","Product","P.HM.120.029","paint spray","DTXSID1026904","112-07-2","2-Butoxyethyl acetate","chem.prev","point",1,0,"0.0379, 0.0342, 0.0404","B","0","99"
"2227","Product","P.HM.120.029","paint spray","DTXSID8026937","115-10-6","Dimethyl ether","f.chemical","empirical",0,0,"0.0684, 0.09, 0.0825, 0.0804, 0.2257, 0.2268, 0.0802, 0.2324, 0.1806, 0.0852, 0.0738, 0.0721, 0.0682, 0.0664, 0.0658, 0.0699, 0.0671, 0.0703, 0.0807, 0.0686, 0.0699, 0.082, 0.0705, 0.0724, 0.0709, 0.0775, 0.0671, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275","B","0","99"
"2228","Product","P.HM.120.029","paint spray","DTXSID8026937","115-10-6","Dimethyl ether","chem.prev","point",1,0,"0.0684, 0.09, 0.0825, 0.0804, 0.2257, 0.2268, 0.0802, 0.2324, 0.1806, 0.0852, 0.0738, 0.0721, 0.0682, 0.0664, 0.0658, 0.0699, 0.0671, 0.0703, 0.0807, 0.0686, 0.0699, 0.082, 0.0705, 0.0724, 0.0709, 0.0775, 0.0671, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275, 0.275","B","0","99"
"2229","Product","P.HM.120.029","paint spray","DTXSID3024366","121-44-8","Triethylamine","f.chemical","empirical",0,0,"0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","B","0","99"
"2230","Product","P.HM.120.029","paint spray","DTXSID3024366","121-44-8","Triethylamine","chem.prev","point",1,0,"0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","B","0","99"
"2231","Product","P.HM.120.029","paint spray","DTXSID6024917","123-42-2","Diacetone alcohol","f.chemical","empirical",0,0,"0.055, 0.055, 0.055, 0.055, 0.055, 0.055, 0.075","B","0","99"
"2232","Product","P.HM.120.029","paint spray","DTXSID6024917","123-42-2","Diacetone alcohol","chem.prev","point",1,0,"0.055, 0.055, 0.055, 0.055, 0.055, 0.055, 0.075","B","0","99"
"2233","Product","P.HM.120.029","paint spray","DTXSID3021982","123-86-4","Butyl acetate","f.chemical","empirical",0,0,"0.0625, 0.015","B","0","99"
"2234","Product","P.HM.120.029","paint spray","DTXSID3021982","123-86-4","Butyl acetate","chem.prev","point",1,0,"0.0625, 0.015","B","0","99"
"2235","Product","P.HM.120.029","paint spray","DTXSID4027072","139-02-6","Sodium phenolate","f.chemical","empirical",0,0,"0.175, 0.175, 0.175","B","0","99"
"2236","Product","P.HM.120.029","paint spray","DTXSID4027072","139-02-6","Sodium phenolate","chem.prev","point",1,0,"0.175, 0.175, 0.175","B","0","99"
"2237","Product","P.HM.120.029","paint spray","DTXSID6024127","142-82-5","Heptane","f.chemical","empirical",0,0,"0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.155, 0.155, 0.17","B","0","99"
"2238","Product","P.HM.120.029","paint spray","DTXSID6024127","142-82-5","Heptane","chem.prev","point",1,0,"0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.15, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.17, 0.155, 0.155, 0.17","B","0","99"
"2239","Product","P.HM.120.029","paint spray","DTXSID3036238","471-34-1","Calcium carbonate","f.chemical","empirical",0,0,"0.02, 0.05, 0.033, 0.033, 0.033, 0.033","B","0","99"
"2240","Product","P.HM.120.029","paint spray","DTXSID3036238","471-34-1","Calcium carbonate","chem.prev","point",1,0,"0.02, 0.05, 0.033, 0.033, 0.033, 0.033","B","0","99"
"2241","Product","P.HM.120.029","paint spray","DTXSID8027589","5131-66-8","1-Butoxy-2-propanol","f.chemical","empirical",0,0,"0.05, 0.05","B","0","99"
"2242","Product","P.HM.120.029","paint spray","DTXSID8027589","5131-66-8","1-Butoxy-2-propanol","chem.prev","point",1,0,"0.05, 0.05","B","0","99"
"2243","Product","P.HM.120.029","paint spray","DTXSID9029192","616-38-6","Dimethyl carbonate","f.chemical","empirical",0,0,"0.175","B","0","99"
