"CAS","DTXSID","name","mw","log.kow","water.sol.mg.l","half.air.hr","half.sediment.hr","vp.pa","kp","fabs"
"600-36-2","DTXSID9022075","2,4-Dimethyl-3-pentanol",116.204,2.00923,8257.5375828,16.2,3240,451.9002405767,0.0188111159324322,0.99954675795618
"600-40-8","DTXSID80208704","Ethane, 1,1-dinitro-",120.064,0.238332,34524.883456,920,3240,851.0874745952,0.000466035841809721,0.98812302382633
"6000-06-2","DTXSID60975427","1,3-Dioxo-1,3,3a,4,7,7a-hexahydro-4,7-ethano-2-benzofuran-8-carboxylic acid",222.196,0.443906,54751.31636,1.01,3240,0.00011871172260229,0.000129032511232652,0.992474454919346
"6000-44-8","DTXSID50884211","Glycine, sodium salt (1:1)",97.049,-2.6707,292063.14256,10.8,1870,1.822477074583,0.000100742155409124,0.0948461813262467
"60003-46-5","DTXSID10877604","BENZENEACETIC ACID, 4-(HEXYLOXY)-",236.311,4.05699,33.117805095,6.66,3240,0.0004845002313795,0.0228267209079629,0.999618896741136
"60006-10-2","DTXSID50975431","N,N'-(2-Methyl-1,3-phenylene)di(pyrrolidine-1-carboximidic acid)",316.405,3.48561,15.117767619,1.18,8100,1.961132360183e-08,0.007705194280039,0.99970657301726
"60009-98-5","DTXSID6069377","1H-Isoindol-1-one, 3,3'-[(2-chloro-1,4-phenylene)dinitrilo]bis[2,3-dihydro-",400.82,2.54299,160.28070324,13,13000,8.449879752527e-08,0.000427204954265495,0.999684982000677
"6001-87-2","DTXSID10208717","Methyl 3-chloropropionate",122.55,1.24101,30556.617,338,3240,990.4173714886,0.00355210654246856,0.998579481841661
"6001-93-0","DTXSID00892386","Chlorproguanil hydrochloride",324.63,2.1093,609.8401791,1.68,13000,4.630739900826e-07,0.00063945773520501,0.999587468743263
"6001-97-4","DTXSID5041693","Butanedioic acid, sulfo-, 1,4-bis(1-methylpentyl) ester, sodium salt",388.45,3.67515,615.7359795,14.8,1870,0.0004131407553559,0.00403028044508437,0.999690357035417
"60010-51-7","DTXSID70208718","2,2,2-Trichloroethyl phosphorodichloridite",250.26,4.04454,2393.4916452,194,13000,129.34604971825,0.0200802960671678,0.999622418856877
"60010-81-3","DTXSID50878938","1,2,4-TRIAZOLE,3,5-DIACETAMIDO-",183.171,0.555744,640.22111091,844,8100,3.222762136753e-07,0.00029541155508854,0.994116271388103
"6002-34-2","DTXSID60208727","tert-Butyldiphenylphosphine",242.302,5.43317,4.8383105662,58.3,8100,0.1906256864459,0.0236770736357948,0.996748146156959
"60026-17-7","DTXSID90208730","3-Methyl-1-(1-pyrrolidinyl)-1-butanone",155.241,1.58521,12069.1339245,8.12,3240,48.43722418851,0.00408793137244923,0.999217891364117
"6003-11-8","DTXSID30208759","1-Hydroxy-2-methoxyanthraquinone",254.241,3.2753,15.3459359118,20.1,8100,5.546318081912e-07,0.0130278460691075,0.999715454137845
"60033-00-3","DTXSID1069378","2-Naphthalenecarboxamide, 4,4'-[(phenylmethylene)bis[(2,5-dimethyl-4,1-phenylene)azo]]bis[3-hydroxy-N-phenyl-",879.033,4.33405,138.516262074,3.92,38900,4.803725701851e-08,8.879252983533e-06,0.999506864913931
"60035-83-8","DTXSID20398451","N-[2-hydroxy-1,1-bis(hydroxymethyl)ethyl]-N'-phenylurea",240.259,0.527443,14051.307356,4.57,3240,8.44237370197e-09,0.000113075732239352,0.993739395230781
"60037-69-6","DTXSID5069380","9-Tetradecyn-1-ol",210.361,4.80523,3.9697434671,5.74,3240,0.03104051880697,0.0309538120955676,0.999038860677107
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-24-6","DTXSID20975463","1-Hexadecylpyridin-1-ium chloride--water (1/1/1)",358.01,2.79293,0.0019620845453,8.23,3240,0.0005882463823819,0.00146018431150452,0.999707483665099
"6004-36-0","DTXSID80975464","Octahydro-1aH-2,6-methanoindeno[5,6-b]oxirene",150.221,3.30608,1597.1196278,26.6,3240,7.342397323275,0.0481402484766731,0.999714657289913
"6004-38-2","DTXSID60859773","4,7-Methano-1H-indene, octahydro-",136.238,4.37989,2.1173973722,22.7,3240,174.8776457391,0.0719561288088811,0.999480320558692
"6004-44-0","DTXSID60208767","Methylketene",56.064,0.692727,37309.582848,3.64,3240,28964.95583945,0.00370114516099622,0.995633213597763
"6004-60-0","DTXSID20208768","Ethanone, 1-cyclopentyl- (9CI)",112.172,1.44323,4729.6987284,28.3,3240,177.5240951806,0.00656768235300952,0.999013658765657
"6004-88-2","DTXSID80292547","2-{4-[(E)-Phenyldiazenyl]phenyl}hydrazine-1-sulfonic acid",292.31,2.3219,219.21145368,14.4,8100,6.347945616265e-09,0.00172018604386867,0.999647826192273
"60043-08-5","DTXSID50208771","N-(3,5-Bis(1,1-dimethylethyl)-2-hydroxyphenyl)acetamide",263.381,3.85707,5.0605235197,6.01,13000,1.931281477062e-05,0.0168872169845035,0.999664512752956
"60044-33-9","DTXSID0069381","2-Chloro-4-nonylphenol",254.8,6.2571,50.5062012,11.2,8100,0.3812113761748,0.0215333383629985,0.980087406610045
"60045-26-3","DTXSID60323626","3-phenylpropyl benzoate",240.302,3.56904,18.7660963276,26,3240,0.003794288558205,0.0186610601458286,0.999700548309125
"60045-27-4","DTXSID5069382","3-Phenylpropyl hydrocinammate",268.356,3.98903,0.107306440296,16.5,8100,0.002053204802717,0.0168781729342911,0.999636914194644
"60046-87-9","DTXSID90975475","3,7,11,15-Tetramethylhexadec-1-en-5-ol",296.539,8.03917,0.0153686674452,4.83,8100,0.8425508419635,0.0160072052243114,0.4514632169328
"60047-17-8","DTXSID60863673","2-Furanmethanol, 5-ethenyltetrahydro-.alpha.,.alpha.,5-trimethyl-",170.252,2.6949,112926.44908,3.75,8100,34.48743587803,0.0219074905730168,0.99970057061306
"60049-89-0","DTXSID70208778","2-Amino-1,7-dihydro-6H-purin-6-one monohydrobromide",232.041,-0.43238,3278.0664111,1.28,3240,2.044605508562e-07,4.12480171120294e-05,0.947525338009529
"60050-38-6","DTXSID00493039","3-[3-(Trifluoromethyl)phenyl]pyrrolidine-2,5-dione",243.185,2.25646,3957.8115565,47.8,13000,3.395761270017e-05,0.00344360116160675,0.999632376819085
"60052-04-2","DTXSID80975489","O,O,O,O-Tetrabutyl dithiodiphosphate",434.53,3.58361,0.28733339703,1.22,1870,0.0009018286430053,0.00186962402672846,0.999699326403694
"60057-00-3","DTXSID50975491","4-(2-Bromo-5-cyclohexyl-3-hydroxypent-1-en-1-yl)hexahydro-2H-cyclopenta[b]furan-2,5-diol",389.33,2.71756,531.1707056,2.42,3240,4.010244165527e-08,0.000745181205694274,0.999702365717765
"6006-33-3","DTXSID6064080","Cyclohexane, tridecyl-",266.513,9.22896,0.00202512035154,9.32,3240,0.0012654521294913,0.0197331801028115,0.0504905909190849
"6006-37-7","DTXSID10608117","Tridecanedinitrile",206.333,2.97969,207.96509403,24.2,8100,1.0141407575652,0.0179830165140818,0.99971524576491
"6006-58-2","DTXSID80320415","N,N'-[Sulfanediyldi(ethane-2,1-diyl)]bis(N-ethylethan-1-amine)",232.43,2.61921,610.733068,1.23,13000,0.4235132372979,0.0077500331066319,0.999693624610458
"6006-65-1","DTXSID60208787","1,1-Dipropoxytrimethylamine",175.272,2.05608,32866.304352,1.65,8100,69.8942629575,0.0073580312041107,0.999567003412124
"6006-81-1","DTXSID20208788","beta-Methylenephenethyl alcohol",134.178,1.77871,16895.02287,1.39,3240,3.780396365167,0.00879265446374406,0.999407723401211
"6006-95-7","DTXSID1064081","Cyclohexane, pentadecyl-",294.567,9.4121,0.00261262665846,8.46,3240,0.00012753806478746,0.0162182639665073,0.0337041444281308
"60066-53-7","DTXSID40886380","Hexanoic acid, 4,6,6,6-tetrachloro-3,3-dimethyl-, ethyl ester",310.04,4.43957,263.8455902,73.5,38900,9.164514427405,0.0134682291073543,0.999441257955003
"60066-84-4","DTXSID00886381","Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2,2,2-trichloroethyl)-, ethyl ester",273.58,3.99611,1300.4680016,119,13000,7.831663830097,0.0161617558044248,0.999635170365539
"60066-88-8","DTXSID0069383","2,6,11-Dodecatrienal, 2,6-dimethyl-10-methylene-",218.34,4.71178,107.94554928,0.384,8100,16.01975173762,0.0286494717665823,0.999175772941586
"60067-82-5","DTXSID30875824","1,2,3-TRIMEO TRICHLOROCYCLOHEXANE",277.57,1.96541,15384.456035,8.49,13000,4.320752011837,0.00106693949726053,0.999525715215104
"60067-85-8","DTXSID90875744","2-MEO 3-MES TETRACHLOROCYCLOHEXANE",298.04,3.33664,168.06117952,16.4,13000,0.03984419618584,0.00819169806854957,0.999713704537298
"60067-92-7","DTXSID10875660","Cyclohexane, 1,2,4,5-tetrachloro-",221.93,2.91577,19.058660417,166,13000,101.27782027394,0.0135827458341582,0.99971331204969
"6007-22-3","DTXSID20334778","2,2-Dimethyl-1,3-dithiane",148.28,2.93451,238.7945604,11.1,8100,123.07869748674,0.0389676332327742,0.999713952925829
"6007-26-7","DTXSID90208795","m-Dithiane, 2-methyl-",134.26,2.63091,479.818388,1.82,3240,352.0884333032,0.0357320069981444,0.999694798972905
"6007-78-9","DTXSID50208796","alpha-Oxothiophen-2-acetonitrile",137.16,1.03879,54705.30588,29.5,3240,3.770023883225,0.0017772962893622,0.997888499974847
"60077-42-1","DTXSID30975510","3-(1,3-Dioxo-2,3-dihydro-1H-inden-2-yl)-7-oxo-4,7-dihydrobenzo[f]quinoline-9-sulfonic acid",419.41,2.45972,41333.149087,19.9,8100,3.186831752648e-07,0.000261393855350031,0.999673334435411
"60078-97-9","DTXSID50208817","4,5-Dihydro-1-phenyl-3-(2,4,6-trimethylphenyl)-1H-pyrazole",264.372,3.92746,4.942302354,4.13,8100,0.003113171132173,0.0171506201137793,0.999650891980573
"6008-36-2","DTXSID70208819","1-Phenylnonan-1-one",218.34,5.26297,93.57113538,18.2,3240,0.7359155947698,0.0290166755893074,0.997718480287876
"6008-60-2","DTXSID7073359","Propanedinitrile, 1,3-dithietan-2-ylidene-",154.21,1.97163,33058.92296,11.6,8100,0.003813566975799,0.00900217040521144,0.999528834234618
"60084-10-8","DTXSID00208827","Tiazofurin",260.26,-1.62293,12717.08438,6.25,3240,1.980397445538e-08,2.60519341245972e-05,0.539035860865983
"60088-54-2","DTXSID90208831","(2,3,5,6-2H4)Terephthalic acid",170.156,1.51782,192.56044052,208,3240,0.000641067380076,0.00272924355010538,0.999129236097036
"60089-53-4","DTXSID50208832","Diisopropyl tetrasulphide",214.42,4.58299,0.8803785012,0.534,8100,4.308673003303,0.0295325337724649,0.999322104813403
"6009-66-1","DTXSID6064082","1H-Purine-2,6,8(3H)-trione, 7,9-dihydro-, monoammonium salt",185.143,-1.84875,165.923675456,64.2,3240,1.572604251245e-08,4.20364504165715e-05,0.41013967451944
"6009-67-2","DTXSID30975515","3-[2-(Diethylamino)ethyl]-3-phenyl-1-benzofuran-2(3H)-one--hydrogen chloride (1/1)",345.87,3.15197,14.861618856,6.89,8100,4.793379884387e-05,0.00336007474530951,0.999717076778322
"6009-77-4","DTXSID30208835","1,3-Propanediol, 2,2-diethyl-, dicarbamate",218.253,0.962121,3625.0295529,13.5,8100,4.570624835175e-07,0.000366574845530441,0.997530470075303
"6009-81-0","DTXSID50975517","17-Methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol--water (1/1)",303.358,1.06081,285.441069804,0.569,13000,2.715857077734e-07,0.000109922530486957,0.997980215896382
"60093-93-8","DTXSID5069384","Benzene, 1,1'-[oxybis(methyleneoxy)]bis[2,4,6-trichloro-",436.92,6.63834,0.004695317088,32,38900,0.0002970529507112,0.00746507863332105,0.953724058948051
"601-34-3","DTXSID40889356","Cholest-5-en-3-ol (3.beta.)-, 3-hexadecanoate",625.079,8.88616,0.00576251578994,1.22,13000,2.359872964195e-07,0.00371058123143041,0.104813599797429
"601-54-7","DTXSID40208841","Cholest-5-en-3-one",384.648,8.46933,0.254008461168,1.35,13000,1.509249451517e-05,0.00961324930557884,0.234134721701552
"601-57-0","DTXSID90872379","Cholest-4-en-3-one",384.648,8.46876,0.04086308028,2.08,13000,1.509649418687e-05,0.00961324899218821,0.234370132642699
"601-63-8","DTXSID80975525","3-Oxoestr-4-en-17-yl 3-cyclopentylpropanoate",398.587,7.29863,0.87420492362,1.4,13000,9.695230865278e-07,0.00896178317207093,0.818981054307172
"601-75-2","DTXSID00208842","Ethylmalonic acid",132.115,-0.123057,734267.42585,69.4,1870,0.00031157442543,0.000204600351227992,0.973429767494855
"601-77-4","DTXSID20208844","Diisopropylnitrosamine",130.191,1.34034,10738.0625463,6.98,8100,207.3109835544,0.00382352183638276,0.998817898737623
"601-79-6","DTXSID80208845","Isopropylmalonic acid",146.142,0.328034,743675.71824,50.3,1870,0.00255765672976,0.000354958167893923,0.9902716558771
"601-87-6","DTXSID40208846","Benzenamine, 3-methyl-2-nitro-",152.153,1.4707,151.683607995,7.28,8100,0.012534411153762,0.00340074678242669,0.999058547874661
"601-88-7","DTXSID00208847","1,3-Dichloro-2-nitrobenzene",192,2.98563,38.879616,2130,13000,3.299915803846,0.0219314788969298,0.999715389764294
"601-89-8","DTXSID4060525","1,3-Benzenediol, 2-nitro-",155.109,1.66553,1166.56858464,3.59,3240,7.043448528178e-05,0.00483463355272592,0.999307060915542
"601-97-8","DTXSID60208848","3-Hydroxyphthalic acid",182.131,1.42848,3134.4380838,56.5,3240,6.858250396229e-05,0.00183056495948149,0.998988358778448
"6010-14-6","DTXSID90737611","Guanosine--water (1/2)",319.274,-1.2499,20287.0850162,2.54,3240,1.81771746526e-07,1.96647309819847e-05,0.733996123494429
"60100-39-2","DTXSID00975527","Bis(3,5,5-trimethylhexyl) but-2-enedioate",368.558,7.03679,1.03869226908,10.6,13000,0.0003325313719141,0.010447862928636,0.892008375238144
"60102-37-6","DTXSID6021115","Petasitenine",381.425,1.00463,104.963201475,0.997,13000,1.2597965937075e-06,3.41567968289987e-05,0.997736725636055
"6011-14-9","DTXSID10884212","Acetonitrile, 2-amino-, hydrochloride (1:1)",92.53,-1.29726,1062077.846,156,3240,6.513772004947,0.000126921032185922,0.712183921386595
"6011-42-3","DTXSID50417321","CBMicro_012934",312.39,2.33892,15.851855682,3.9,8100,6.074421400941e-08,0.00126767208543791,0.999651461192982
"6011-99-0","DTXSID10292358","2-Thiocyanatobenzothiazole",192.25,2.52806,59.99142025,79.3,3240,9.394442221199e-05,0.0124760947748258,0.999683073545526
"60113-43-1","DTXSID10866790","Bicyclo[3.1.1]heptane-3-carboxaldehyde, 2,6,6-trimethyl-",166.264,3.48256,89.032875624,6.47,8100,10.073533146903,0.0417326062268099,0.999706763621085
"60114-74-1","DTXSID0069385","Disulfide, tert-dodecyl trichloromethyl",351.81,5.68009,0.009683183259,1.09,13000,0.007045341706116,0.0113484096932057,0.994463983168393
"6012-83-5","DTXSID90208871","Etoxinol",311.2,4.01509,27.89073984,8.21,13000,4.935634874517e-05,0.0117829496138399,0.999630347411522
"6012-97-1","DTXSID5042451","Tetrachlorothiophene",221.9,4.33556,13.17608915,639,13000,47.222790538,0.0270733716619048,0.999506034713002
"60120-71-0","DTXSID90975551","7-Hydroxy-2',3',5',6'-tetramethyl-2H-spiro[acridine-9,1'-cyclohepta[2,5]diene]-2,4'-dione",359.425,3.86075,28.2408489275,0.356,13000,2.914254126293e-06,0.00683816956761901,0.999663857409953
"60123-65-1","DTXSID10208873","2,3',4,4',5-Pentachlorodiphenyl ether",342.42,6.55454,0.018422093274,422,38900,0.02043712248549,0.0120610769338932,0.961491254567092
"60125-03-3","DTXSID5069386","2-Propenoic acid, 2-(phosphonooxy)-, tripotassium salt",282.312,-0.499863,414846.19152,13.1,3240,1.519888578239e-06,2.67492749403206e-05,0.939277424254802
"60126-36-5","DTXSID0069387","Benzoxazolium, 3-ethyl-2-methyl-, salt with 4-methylbenzenesulfonic acid (1:1)",333.4,2.20706,431.479612,7.14,8100,0.6024812139622,0.000674319012660898,0.999619006346958
"60130-68-9","DTXSID60886382","Octadecanoic acid, 2,2-bis(hydroxymethyl)butyl ester",400.644,8.17892,0.4523471082,7.8,3240,1.2205571478827e-05,0.0088750849363601,0.373673487398688
"60135-22-0","DTXSID90208876","Flumoxonide",496.548,2.94306,9.7367600772,2.71,38900,1.420923368142e-07,0.000192072362565646,0.999714224707275
"6014-75-1","DTXSID1064083","(Perfluorododecyl)ethyl methacrylate",732.228,4.44121,1.72422120528,8.39,38900,0.0937629704392,7.99746523482014e-05,0.999440106526964
"60141-98-2","DTXSID70422790","IMINO-(2-METHYLPROPYLCARBAMOYLMETHYLCARBAMOYLMETHYLIDENE)AZANIUM",199.233,0.270808,9852.868782,2.86,3240,1.1125820106695e-06,0.0001369108670209,0.988951510804102
"60141-99-3","DTXSID70632276","(E)-2-Diazonio-1-{[2-(hexylamino)-2-oxoethyl]amino}ethen-1-olate",226.28,1.3873,13846.231596,10,3240,4.608728374237e-08,0.000772890691584994,0.998913006052693
"60142-00-9","DTXSID80879211","N-(DIAZOACETYLAMINOACETYL)MORPHOLINE",212.209,-0.79488,36732.529064,3.91,8100,0.0002975395774347,4.10494208734968e-05,0.887096887465734
"60142-49-6","DTXSID80879074","DIAZENECARBOXAMIDE, PHENYL-, 2-OXIDE",165.152,1.04198,22438.706784,181,3240,6.537170084392e-05,0.0010892707169532,0.997902075443053
"60142-50-9","DTXSID20313780","1-[(Z)-Cyano-NNO-azoxy]-4-nitrobenzene",192.134,1.28705,1758.2566608,4930,8100,0.02416854953681,0.00113766171713392,0.998696769366713
"60142-96-3","DTXSID0020074","Gabapentin",171.24,-1.10325,33031.68228,6.4,3240,0.06830852645084,5.31003181186065e-05,0.794519550480645
"60143-55-7","DTXSID20886383","Benzenesulfonic acid, 4-[2-[4-[2-[1-[[(2,4-dimethoxyphenyl)amino]carbonyl]-2-oxopropyl]diazenyl]phenyl]diazenyl]-",525.54,4.21059,7.721916882,2.02,38900,3.609077094017e-08,0.00142153053116642,0.999565771437529
"60145-20-2","DTXSID0074188","2,2',3,3',5-Pentachlorobiphenyl",326.42,6.54604,0.006306369116,543,38900,0.001890618148112,0.0132494656985687,0.96220487512565
"60145-21-3","DTXSID5074189","2,2',4,5',6-Pentachlorobiphenyl",326.42,6.71906,0.009666667164,511,38900,0.001947626802076,0.0132534601266526,0.944839710022586
"60145-22-4","DTXSID4074190","2,2',4,4',5,6'-Hexachlorobiphenyl",360.86,6.9018,0.0026569869198,918,38900,0.000618629221839,0.0108878734461161,0.918451155354487
"60145-23-5","DTXSID9074191","2,2',3,4,4',5,6'-Heptachlorobiphenyl",395.31,7.56875,0.0011066150016,1350,38900,0.00012935818205574,0.0091098419152654,0.708480368328678
"60145-67-7","DTXSID90975571","Ethyl 6-(2-hydroxycyclopentyl)hexanoate",228.332,3.28473,3314.9011428,13.2,3240,0.01202048000479,0.0178247647989881,0.999715227110671
"60145-76-8","DTXSID70877564","ET-N-CL-ACETYL-N-(2ETPH)GLYCINATE",283.75,2.59517,327.7340875,13.3,8100,0.0003532683364547,0.0033439179495684,0.999691088732299
"60145-78-0","DTXSID20877211","ET-N-CHLOROACETYL-N-(2MEOPH)GLYCINATE",285.72,1.86087,18861.605796,16.9,8100,4.922275971039e-05,0.000744535529344926,0.999465960807462
"60145-79-1","DTXSID50877845","GLYCINE, N-(CHLOROACETYL)-N-[2-(1-METHYLETHOXY)P",313.78,2.77248,222.43519042,9.67,8100,4.817351250109e-05,0.00286156460124023,0.999706219242337
"60148-52-9","DTXSID80886384","Spiro[cyclopropane-1,1'-[1H]indene]-2-carboxylic acid, 3,3-dimethyl-, cyano(3-phenoxyphenyl)methyl ester",421.496,5.94208,0.0087963686224,2.63,13000,8.543098767615e-07,0.00793653739535473,0.990131331638971
"60148-94-9","DTXSID70975574","2,6-Dimethylheptanoic acid",158.241,3.09792,644.1832869,27.2,3240,0.3189711516272,0.0381670021150147,0.999717017400469
"60154-00-9","DTXSID40878760","Propane, 2,2-bis(methylsulfonyl)-",200.27,0.964044,6788.812541,105,8100,0.001567617993859,0.000501037337851064,0.997540241108422
"60154-03-2","DTXSID20208889","Potassium 4-hydroxy-3,5-diiodobenzenesulphonate",464.05,2.86181,404884.5531,634,8100,1.73399100434e-05,0.000281846701142647,0.999711109926445
"60154-05-4","DTXSID50878877","2(1H)-Pyridinone, 5-iodo-1-methyl-",235.024,1.54235,82758.296048,9.51,8100,6.729780941225,0.000920151746336317,0.999163109836612
"60160-17-0","DTXSID30208895","Heptyl decanoate",270.457,6.72036,5.467288255,13.5,1870,0.00900819392513,0.0191668354980988,0.944684171872449
"60160-25-0","DTXSID20891871","Bis-[4-(1-phenyl-ethyl)-phenyl]-amine",377.531,8.11687,0.14390726658,1.26,13000,1.907110127755e-06,0.00997140321506751,0.407662438808115
"60165-07-3","DTXSID80298665","1-hydroxy-3-propan-2-ylurea",118.136,-0.0101213,835912.6156,25,3240,0.00714981313092,0.000307938547319186,0.979332932352583
"60166-93-0","DTXSID1023158","Iopamidol",777.089,-2.42756,116853.204197,4.45,13000,1.513262455456e-07,5.65035574184217e-06,0.15498607855482
"60168-81-2","DTXSID70722328","PUBCHEM_57351366",158.109,-2.31277,150924.052713,7.67,1870,1.3187690864762e-06,5.15487139705282e-05,0.192831126231794
"60168-84-5","DTXSID30975590","Benzoic acid--1,3,5,7-tetraazatricyclo[3.3.1.1~3,7~]decane (1/1)",262.313,-0.00769159,78190.783666,0.505,13000,0.7910670678411,4.22510781415835e-05,0.979444510241029
"60168-88-9","DTXSID2032390","Fenarimol",331.2,3.1556,11.13689808,65.2,13000,9.525698114154e-06,0.00417373066346613,0.999717064074945
"6017-11-4","DTXSID50975592","{[(1H-Benzimidazol-2-yl)methyl]sulfanyl}acetic acid",222.26,2.01903,2450.08311,2.46,3240,1.757229096917e-07,0.00307996174540984,0.999551177598432
"60174-20-1","DTXSID60875756","1-(2-OH-3-MEOPR)-2-ME-5-NO2IMIDAZOLE",215.209,-0.0145237,6205.8097658,11,8100,0.00280430315126,7.25450088227737e-05,0.979129232493225
"60177-36-8","DTXSID80975601","1,4-Anhydro-5-O-octanoylhexitol",290.356,0.964041,3750.7026656,5.24,1870,4.751103354518e-07,0.000112868673659992,0.997540225898525
"6018-02-6","DTXSID50324849","2-Chloroethyl (5-chloro-2-methylphenyl)carbamate",248.1,1.91882,93.3969969,6.59,13000,0.000695049615787,0.00161176800594752,0.99950086367962
"6018-41-3","DTXSID00208923","Methyl coumalate",154.121,0.267115,63657.367235,8.27,3240,0.4776914569222,0.000277660350763373,0.988860323375916
"6018-82-2","DTXSID20975605","N,N,N-Trimethylethenaminium chloride",121.61,-1.27207,70413.89254,12.1,3240,1016.6045553324,8.57778688427615e-05,0.723917816196568
"6019-02-9","DTXSID30884214","Pyridine, 3-[(2S)-1-methyl-2-pyrrolidinyl]-, hydrochloride (1:2)",235.15,1.23608,1064371.2025,7.34,8100,2.42206785913,0.000482356751741176,0.998566171185684
"602-01-7","DTXSID4027236","2,3-Dinitrotoluene",182.135,1.88683,167.883482655,1340,8100,0.04632006463531,0.00471352189620454,0.99948217679192
"602-09-5","DTXSID9060526","[1,1'-Binaphthalene]-2,2'-diol",286.33,4.00396,183.11261628,1.55,8100,2.440226368648e-07,0.014515165414286,0.999633202076754
"602-25-5","DTXSID10400350","1,4-Dichloroanthraquinone",277.1,3.51918,0.565466886,284,13000,4.926955586928e-06,0.0122855817241519,0.99970434070154
"602-29-9","DTXSID60208944","2,3,4-Trinitrotoluene",227.132,1.49893,156.733345128,1800,13000,0.002113706503299,0.000963760091353257,0.999101815096673
"602-37-9","DTXSID20208945","1-Chloro-8-nitronaphthalene",207.61,3.49889,42.77326547,251,8100,0.0011972470612151,0.0256678435246353,0.999705719649696
"602-38-0","DTXSID9025166","1,8-Dinitronaphthalene",218.168,2.6136,19.5365735144,1090,8100,3.141008847205e-05,0.00954241014099566,0.999693047789738
"602-41-5","DTXSID5045330","Thiocolchicoside",563.62,1.51164,12068.400526,0.74,13000,5.461111742463e-08,1.09849919180444e-05,0.999120396041171
"602-52-8","DTXSID5037078","Ethidium chloride (ET)",349.86,4.78913,9941.09697,1.2,8100,1.528781181652e-07,0.0108600401426566,0.999064596763426
"602-55-1","DTXSID3075254","Anthracene, 9-phenyl-",254.332,6.07189,0.01263076295,3.52,8100,4.57375791134e-06,0.0216023277147798,0.98682474925402
"602-56-2","DTXSID00870669","Acridine, 9-phenyl-",255.32,5.62605,0.03618956744,5.02,8100,2.697658571499e-06,0.0213936544519154,0.995079226521928
"602-60-8","DTXSID5025730","9-Nitroanthracene",223.231,4.56339,0.120776677009,51.4,8100,8.83154175838e-05,0.0272080520806494,0.999340806095854
"602-64-2","DTXSID80208946","Anthragallol",256.213,1.81569,36.840354844,1.69,3240,1.0201322657718e-07,0.00113003472417791,0.999435308283739
"602-73-3","DTXSID80325566","1,3-Dichloroanthraquinone",277.1,3.51126,0.565433634,229,13000,5.024880882383e-06,0.0122133124113549,0.999704889913433
"602-87-9","DTXSID3020960","5-Nitroacenaphthene",199.209,3.81075,1.15539028701,30.9,8100,0.000254072478623,0.0312531452450374,0.999672269204973
"602-94-8","DTXSID4060527","Benzoic acid, pentafluoro-",212.075,2.65833,945.5618365,377,38900,8.657862680927,0.0111738485126458,0.999697403736152
"602-99-3","DTXSID0075285","Phenol, 3-methyl-2,4,6-trinitro-",243.131,1.44691,2622.5325315,926,13000,0.001375873732561,0.000653272115511568,0.999019838183648
"6020-87-7","DTXSID10208954","Creatine monohydrate",149.15,-0.699398,37151.62435,2.69,1870,4.82267081347e-06,8.30387780507061e-05,0.907273622082834
"60200-06-8","DTXSID8045488","Clorsulon",380.64,0.104708,1020.0657168,45,38900,2.073723118538e-06,1.76774870309246e-05,0.984001203784026
"60207-30-9","DTXSID70208955","2-(Bromomethyl)-2-(2,4-dichlorophenyl)-1,3-dioxolane",311.98,3.72965,41.48304466,72.5,13000,0.0179638588286,0.00996927294369423,0.999683844098242
"60207-31-0","DTXSID3041613","Azaconazole",300.14,2.3085,173.1627716,19,13000,3.209576552382e-05,0.00146697543999342,0.999644857278618
"60207-89-8","DTXSID10866795","2-(Bromomethyl)-2-(2,4-dichlorophenyl)-4-propyl-1,3-dioxolane",354.07,5.22074,100.94925177,34.6,13000,0.00169799395904,0.0110189835920928,0.997906090881214
"60207-90-1","DTXSID8024280","Propiconazole",342.22,3.46961,62.4311946,11.1,13000,5.355840383319e-05,0.0055479408210102,0.999707550826723
