"CAS","DTXSID","name","mw","log.kow","water.sol.mg.l","half.air.hr","half.sediment.hr","vp.pa","kp","fabs"
"67-56-1","DTXSID2021731","Methanol",32.042,-0.6059,837029.9618,272,1870,11902.569683074,0.000750971514094283,0.923824621573073
"67-56-1","DTXSID2021731","Methanol",32.042,-0.6059,837029.9618,272,1870,11902.569683074,0.000750971514094283,0.923824621573073
"57-55-6","DTXSID0021206","1,2-Propylene glycol",76.095,-0.809746,888386.2965,21.4,1870,7.162065458561,0.000221765349993267,0.883629707323875
"57-55-6","DTXSID0021206","1,2-Propylene glycol",76.095,-0.809746,888386.2965,21.4,1870,7.162065458561,0.000221765349993267,0.883629707323875
"497-19-8","DTXSID1029621","Sodium carbonate",105.988,-0.521159,187704.748,1e+05,3240,1.409004346476,0.000179763254961141,0.936430808679659
"497-19-8","DTXSID1029621","Sodium carbonate",105.988,-0.521159,187704.748,1e+05,3240,1.409004346476,0.000179763254961141,0.936430808679659
"3567-66-6","DTXSID1044562","D&C Red No. 33",467.38,2.02691,260438.1574,30.3,13000,2.350580393612e-06,5.13912603490792e-05,0.999554658901777
"3567-66-6","DTXSID1044562","D&C Red No. 33",467.38,2.02691,260438.1574,30.3,13000,2.350580393612e-06,5.13912603490792e-05,0.999554658901777
"56-81-5","DTXSID9020663","Glycerol",92.094,-1.80577,641248.68012,13.7,1870,0.01744883443603,0.000113862581332386,0.434272281324084
"56-81-5","DTXSID9020663","Glycerol",92.094,-1.80577,641248.68012,13.7,1870,0.01744883443603,0.000113862581332386,0.434272281324084
"57-13-6","DTXSID4021426","Urea",60.056,-1.81219,498831.1416,128,3240,0.007031329522927,0.00020518765436962,0.430644784821329
"57-13-6","DTXSID4021426","Urea",60.056,-1.81219,498831.1416,128,3240,0.007031329522927,0.00020518765436962,0.430644784821329
"59-02-9","DTXSID0026339","alpha-Vitamin E",430.717,9.40893,0.00331734356947,1.11,38900,3.44065091873e-05,0.00770170410754263,0.033942674567106
"59-02-9","DTXSID0026339","alpha-Vitamin E",430.717,9.40893,0.00331734356947,1.11,38900,3.44065091873e-05,0.00770170410754263,0.033942674567106
"73-40-5","DTXSID9052476","Guanine",151.129,-0.819178,1122.48797815,4.11,3240,2.251201884106e-07,7.46954994078617e-05,0.88138212511254
"73-40-5","DTXSID9052476","Guanine",151.129,-0.819178,1122.48797815,4.11,3240,2.251201884106e-07,7.46954994078617e-05,0.88138212511254
"102-71-6","DTXSID9021392","Triethanolamine",149.19,-1.04888,1002192.7764,2.32,3240,0.0012293230950252,6.78159906456768e-05,0.814186783322169
"102-71-6","DTXSID9021392","Triethanolamine",149.19,-1.04888,1002192.7764,2.32,3240,0.0012293230950252,6.78159906456768e-05,0.814186783322169
"123-94-4","DTXSID7029160","Glycerol 1-monostearate",358.563,6.11682,15.0634109115,6.78,3240,4.118915245616e-06,0.0109917340175106,0.98543642192705
"94-13-3","DTXSID4022527","Propylparaben",180.203,2.7514,731.36648971,18.2,3240,0.0006354905045023,0.0202120635520097,0.99970482079486
"94-13-3","DTXSID4022527","Propylparaben",180.203,2.7514,731.36648971,18.2,3240,0.0006354905045023,0.0202120635520097,0.99970482079486
"139-33-3","DTXSID9027073","Ethylenediaminetetraacetic acid, disodium salt",336.208,-1.707,2560.35167904,1.49,1870,3.740999598922e-10,1.80670696997339e-05,0.490734953085377
"139-33-3","DTXSID9027073","Ethylenediaminetetraacetic acid, disodium salt",336.208,-1.707,2560.35167904,1.49,1870,3.740999598922e-10,1.80670696997339e-05,0.490734953085377
"2682-20-4","DTXSID2034259","2-Methyl-3(2H)-isothiazolone",115.15,0.69808,42175.9905,9.02,3240,297.9288788135,0.00127929820742215,0.995683403694688
"2682-20-4","DTXSID2034259","2-Methyl-3(2H)-isothiazolone",115.15,0.69808,42175.9905,9.02,3240,297.9288788135,0.00127929820742215,0.995683403694688
"77-92-9","DTXSID3020332","Citric acid",192.123,-1.66079,547243.1532,36.6,1870,1.2904647430792e-06,4.03701665084203e-05,0.517320733455029
"77-92-9","DTXSID3020332","Citric acid",192.123,-1.66079,547243.1532,36.6,1870,1.2904647430792e-06,4.03701665084203e-05,0.517320733455029
"25956-17-6","DTXSID4024436","Allura Red C.I.16035",496.42,1.70468,9.60920194,36.4,13000,6.31894799644e-08,2.19254997394214e-05,0.999344891188973
"25956-17-6","DTXSID4024436","Allura Red C.I.16035",496.42,1.70468,9.60920194,36.4,13000,6.31894799644e-08,2.19254997394214e-05,0.999344891188973
"143-07-7","DTXSID5021590","Dodecanoic acid",200.322,4.59688,27.42808824,18.3,1870,0.010449902253873,0.0338542898320843,0.99930833042318
"143-07-7","DTXSID5021590","Dodecanoic acid",200.322,4.59688,27.42808824,18.3,1870,0.010449902253873,0.0338542898320843,0.99930833042318
"57-10-3","DTXSID2021602","Hexadecanoic acid",256.43,7.21478,0.10676898981,13.1,1870,4.695027957284e-05,0.0212807305269686,0.845833241833517
"57-10-3","DTXSID2021602","Hexadecanoic acid",256.43,7.21478,0.10676898981,13.1,1870,4.695027957284e-05,0.0212807305269686,0.845833241833517
"683-10-3","DTXSID6041266","1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",271.445,3.43575,5.0157335655,7.49,1870,5.196706778615e-05,0.0122528877496887,0.999709444344548
"683-10-3","DTXSID6041266","1-Dodecanaminium, N-(carboxymethyl)-N,N-dimethyl-, inner salt",271.445,3.43575,5.0157335655,7.49,1870,5.196706778615e-05,0.0122528877496887,0.999709444344548
"544-63-8","DTXSID6021666","Tetradecanoic acid",228.376,6.07967,2.182931996,15.3,1870,0.0002462957836143,0.0266844240761498,0.986594243315068
"544-63-8","DTXSID6021666","Tetradecanoic acid",228.376,6.07967,2.182931996,15.3,1870,0.0002462957836143,0.0266844240761498,0.986594243315068
"1934-21-0","DTXSID1021455","FD&C Yellow 5",534.36,0.597494,342.13360848,6.96,8100,6.619536656934e-07,9.94889964046016e-06,0.994629731448162
"1934-21-0","DTXSID1021455","FD&C Yellow 5",534.36,0.597494,342.13360848,6.96,8100,6.619536656934e-07,9.94889964046016e-06,0.994629731448162
"3844-45-9","DTXSID2020189","FD&C Blue No. 1",792.84,4.75651,54490.228236,0.171,38900,1.0179364460085e-07,5.57478670147194e-05,0.999113905778993
"3844-45-9","DTXSID2020189","FD&C Blue No. 1",792.84,4.75651,54490.228236,0.171,38900,1.0179364460085e-07,5.57478670147194e-05,0.999113905778993
"3734-33-6","DTXSID8034376","Denatonium benzoate",446.591,4.88206,2.71861378068,4.53,8100,2.861285140746e-06,0.00601626976936037,0.998902017806179
"3734-33-6","DTXSID8034376","Denatonium benzoate",446.591,4.88206,2.71861378068,4.53,8100,2.861285140746e-06,0.00601626976936037,0.998902017806179
"123-31-9","DTXSID7020716","Hydroquinone",110.112,0.837231,146738.55456,11.1,3240,0.008799744368365,0.00187759174164459,0.996794143401918
"7085-85-0","DTXSID1025279","Ethyl cyanoacrylate",125.127,0.650244,140522.62608,55.5,3240,26.60648276035,0.000970166990310984,0.995212371220504
"7085-85-0","DTXSID1025279","Ethyl cyanoacrylate",125.127,0.650244,140522.62608,55.5,3240,26.60648276035,0.000970166990310984,0.995212371220504
"64-17-5","DTXSID9020584","Ethanol",46.069,-0.27673,761152.018,78.5,1870,4704.68049832,0.000751313108955064,0.96267146525789
"64-17-5","DTXSID9020584","Ethanol",46.069,-0.27673,761152.018,78.5,1870,4704.68049832,0.000751313108955064,0.96267146525789
"1119-40-0","DTXSID3025122","Dimethyl glutarate",160.169,0.746454,68815.489667,77.8,3240,17.77694083782,0.000640639448574631,0.996110177996401
"112-34-5","DTXSID8021519","2-(2-Butoxyethoxy)ethanol",162.229,0.585319,721223.08759,3.45,1870,4.206614713758,0.000445846906544134,0.994485007806839
"79-20-9","DTXSID4021767","Methyl acetate",74.079,0.128599,124948.30851,753,3240,26378.10150628,0.000851597656001897,0.984831435716729
"79-20-9","DTXSID4021767","Methyl acetate",74.079,0.128599,124948.30851,753,3240,26378.10150628,0.000851597656001897,0.984831435716729
"627-93-0","DTXSID8025096","Dimethyl adipate",174.196,1.0361,29486.679508,30.6,3240,9.826940054359,0.000917475155449934,0.997876974851261
"627-93-0","DTXSID8025096","Dimethyl adipate",174.196,1.0361,29486.679508,30.6,3240,9.826940054359,0.000917475155449934,0.997876974851261
"106-65-0","DTXSID5025152","Dimethyl succinate",146.142,0.393454,37085.72463,183,3240,53.84997990012,0.000402187383839893,0.991585873296794
"541-02-6","DTXSID1027184","Decamethylcyclopentasiloxane",370.77,7.99093,0.019935746745,166,8100,21.96273059426,0.0103307912981809,0.47908516488121
"541-02-6","DTXSID1027184","Decamethylcyclopentasiloxane",370.77,7.99093,0.019935746745,166,8100,21.96273059426,0.0103307912981809,0.47908516488121
"540-97-6","DTXSID6027183","Dodecamethylcyclohexasiloxane",444.924,8.86158,0.0081499843548,143,13000,2.580241542626,0.00722695222589221,0.110243858914337
"540-97-6","DTXSID6027183","Dodecamethylcyclohexasiloxane",444.924,8.86158,0.0081499843548,143,13000,2.580241542626,0.00722695222589221,0.110243858914337
"4292-10-8","DTXSID4041282","N-Laurylamidopropyl-N,N-dimethylbetaine",342.524,4.29329,408.21667796,5.3,3240,1.2115072240495e-05,0.0101887214136696,0.999528210062377
"4292-10-8","DTXSID4041282","N-Laurylamidopropyl-N,N-dimethylbetaine",342.524,4.29329,408.21667796,5.3,3240,1.2115072240495e-05,0.0101887214136696,0.999528210062377
"94-36-0","DTXSID6024591","Benzoyl peroxide",242.23,3.29691,22.027136604,72.2,8100,0.001549352826429,0.0152872307550885,0.999714911575007
"94-36-0","DTXSID6024591","Benzoyl peroxide",242.23,3.29691,22.027136604,72.2,8100,0.001549352826429,0.0152872307550885,0.999714911575007
"67-64-1","DTXSID8021482","Acetone",58.08,0.0348679,382599.096,1170,3240,34896.20232577,0.000968655868654701,0.981304764187784
"67-64-1","DTXSID8021482","Acetone",58.08,0.0348679,382599.096,1170,3240,34896.20232577,0.000968655868654701,0.981304764187784
"872-50-4","DTXSID6020856","N-Methyl-2-pyrrolidone",99.133,-0.300319,986391.19394,11.7,3240,133.1677360276,0.000267265350187608,0.960682843423809
"872-50-4","DTXSID6020856","N-Methyl-2-pyrrolidone",99.133,-0.300319,986391.19394,11.7,3240,133.1677360276,0.000267265350187608,0.960682843423809
"106-63-8","DTXSID1021873","Isobutyl acrylate",128.171,2.27252,2854.239999,16.7,3240,1025.4958255215,0.0239580516385591,0.99963639560304
"80-62-6","DTXSID2020844","Methyl methacrylate",100.117,1.10433,20817.227693,7.01,3240,4857.547950694,0.00397785735962898,0.998148401854051
"80-62-6","DTXSID2020844","Methyl methacrylate",100.117,1.10433,20817.227693,7.01,3240,4857.547950694,0.00397785735962898,0.998148401854051
"79-41-4","DTXSID3025542","Methacrylic acid",86.09,0.778585,158520.0997,8.77,1870,106.94682161913,0.00255686766644965,0.996368659822556
"79-41-4","DTXSID3025542","Methacrylic acid",86.09,0.778585,158520.0997,8.77,1870,106.94682161913,0.00255686766644965,0.996368659822556
"103-11-7","DTXSID9025297","2-Ethylhexyl acrylate",184.279,4.24132,48.97030146,11.8,3240,44.35062629023,0.0391322290155933,0.999552651272564
"103-11-7","DTXSID9025297","2-Ethylhexyl acrylate",184.279,4.24132,48.97030146,11.8,3240,44.35062629023,0.0391322290155933,0.999552651272564
"122-99-6","DTXSID9021976","2-Phenoxyethanol",138.166,1.22052,20335.686378,7.86,3240,1.2864037430798,0.00257062630046392,0.998523157485451
"6440-58-0","DTXSID8035217","1,3-Dimethylol-5,5-dimethylhydantoin",188.183,-0.644695,63503.294265,8.52,3240,5.592314306462e-05,5.55298342557367e-05,0.917315347769916
"6440-58-0","DTXSID8035217","1,3-Dimethylol-5,5-dimethylhydantoin",188.183,-0.644695,63503.294265,8.52,3240,5.592314306462e-05,5.55298342557367e-05,0.917315347769916
"94-26-8","DTXSID3020209","Butylparaben",194.23,3.17615,173.24772156,16.6,1870,0.0003095399257586,0.0249419217904887,0.999716952473073
"94-26-8","DTXSID3020209","Butylparaben",194.23,3.17615,173.24772156,16.6,1870,0.0003095399257586,0.0249419217904887,0.999716952473073
"99-76-3","DTXSID4022529","Methylparaben",152.149,1.91411,1401.53420691,23.2,3240,0.1439855147522,0.00835758613557255,0.999498198563533
"99-76-3","DTXSID4022529","Methylparaben",152.149,1.91411,1401.53420691,23.2,3240,0.1439855147522,0.00835758613557255,0.999498198563533
"120-47-8","DTXSID9022528","Ethylparaben",166.176,2.15674,971.38346976,20.4,3240,0.02527099237972,0.0103208778191706,0.999603679642842
"57-11-4","DTXSID8021642","Octadecanoic acid",284.484,8.07925,0.21406283064,11.4,3240,5.339988351148e-05,0.0173637885417254,0.428731200986657
"57-11-4","DTXSID8021642","Octadecanoic acid",284.484,8.07925,0.21406283064,11.4,3240,5.339988351148e-05,0.0173637885417254,0.428731200986657
"36653-82-4","DTXSID4027991","1-Hexadecanol",242.447,6.58246,0.023440018407,10.8,3240,0.001859474037808,0.0237471580760362,0.959054468399026
"36653-82-4","DTXSID4027991","1-Hexadecanol",242.447,6.58246,0.023440018407,10.8,3240,0.001859474037808,0.0237471580760362,0.959054468399026
"25372-69-4","DTXSID40304897","2,5-Cyclohexadiene-1-methanol",110.156,1.09773,46215.619332,0.52,3240,39.41583134677,0.00327088343129527,0.998123963793109
"25372-69-4","DTXSID40304897","2,5-Cyclohexadiene-1-methanol",110.156,1.09773,46215.619332,0.52,3240,39.41583134677,0.00327088343129527,0.998123963793109
"110-27-0","DTXSID0026838","Isopropyl tetradecanoate",270.457,6.9009,5.5182964452,13.3,3240,0.012189239486052,0.0191689440971889,0.918605793448078
"811-97-2","DTXSID1021324","1,1,1,2-Tetrafluoroethane",102.032,0.827267,125.45140496,52400,8100,400347.1388115,0.00212558764480825,0.996725819726955
"811-97-2","DTXSID1021324","1,1,1,2-Tetrafluoroethane",102.032,0.827267,125.45140496,52400,8100,400347.1388115,0.00212558764480825,0.996725819726955
"111-01-3","DTXSID0046513","Squalane",422.826,6.89031,0.00248200130478,6.35,8100,4.029642573272e-05,0.00797410564941231,0.920405321725324
"29806-73-3","DTXSID3027958","2-Ethylhexyl hexadecanoate",368.646,9.47298,0.0274083508602,8.69,3240,0.0003265771939767,0.0104484054427116,0.0294254156352773
"29806-73-3","DTXSID3027958","2-Ethylhexyl hexadecanoate",368.646,9.47298,0.0274083508602,8.69,3240,0.0003265771939767,0.0104484054427116,0.0294254156352773
"1897-45-6","DTXSID0020319","Chlorothalonil",265.9,3.1346,0.853921896,41500,38900,0.0001719378870396,0.00977243998431998,0.99971710848087
"1897-45-6","DTXSID0020319","Chlorothalonil",265.9,3.1346,0.853921896,41500,38900,0.0001719378870396,0.00977243998431998,0.99971710848087
"107-21-1","DTXSID8020597","Ethylene glycol",62.068,-1.3333,802129.5912,33.3,1870,6.534330317485,0.000217607859882303,0.694889578260828
"141-78-6","DTXSID1022001","Ethyl acetate",88.106,0.847095,47046.225138,160,3240,11889.264108552,0.00285224005384627,0.996860263644455
"141-78-6","DTXSID1022001","Ethyl acetate",88.106,0.847095,47046.225138,160,3240,11889.264108552,0.00285224005384627,0.996860263644455
"4065-45-6","DTXSID2042436","Sulisobenzone",308.3,2.34966,154113.3123,3.44,8100,7.817944956166e-08,0.00138851143049047,0.999653678984677
"4065-45-6","DTXSID2042436","Sulisobenzone",308.3,2.34966,154113.3123,3.44,8100,7.817944956166e-08,0.00138851143049047,0.999653678984677
"58-95-7","DTXSID1031096","D-alpha-Tocopheryl acetate",472.754,9.1493,0.00335049269372,1.34,38900,3.87248213994e-05,0.00641671507384049,0.0600450283645948
"58-95-7","DTXSID1031096","D-alpha-Tocopheryl acetate",472.754,9.1493,0.00335049269372,1.34,38900,3.87248213994e-05,0.00641671507384049,0.0600450283645948
"108-18-9","DTXSID9025085","Diisopropylamine",101.193,1.44261,110868.06273,2.57,3240,8571.309785339,0.00800519298556306,0.999012612507513
"64-02-8","DTXSID3026350","Ethylenediaminetetraacetic acid tetrasodium salt",380.171,-1.707,2895.14662998,1.56,1870,3.740999598922e-10,1.52096693592895e-05,0.490734953085377
"64-02-8","DTXSID3026350","Ethylenediaminetetraacetic acid tetrasodium salt",380.171,-1.707,2895.14662998,1.56,1870,3.740999598922e-10,1.52096693592895e-05,0.490734953085377
"68-04-2","DTXSID2026363","Trisodium citrate",258.068,-1.66079,735080.8912,110,1870,1.2904647430792e-06,2.63321510228753e-05,0.517320733455029
"68-04-2","DTXSID2026363","Trisodium citrate",258.068,-1.66079,735080.8912,110,1870,1.2904647430792e-06,2.63321510228753e-05,0.517320733455029
"26172-55-4","DTXSID9034286","5-Chloro-2-methyl-3(2H)-isothiazolone",149.59,0.0724453,50861.94631,11.6,8100,19.45493643836,0.000212523133625731,0.982807506035449
"26172-55-4","DTXSID9034286","5-Chloro-2-methyl-3(2H)-isothiazolone",149.59,0.0724453,50861.94631,11.6,8100,19.45493643836,0.000212523133625731,0.982807506035449
"4548-53-2","DTXSID2021234","FD&C Red 4",480.42,1.73064,245959.66656,48.9,13000,5.226517665019e-08,2.71877678780901e-05,0.999368156650306
"4548-53-2","DTXSID2021234","FD&C Red 4",480.42,1.73064,245959.66656,48.9,13000,5.226517665019e-08,2.71877678780901e-05,0.999368156650306
"532-32-1","DTXSID1020140","Sodium benzoate",144.105,1.9124,24323.338845,144,3240,0.2096694566335,0.00958464050907663,0.999497223749823
"532-32-1","DTXSID1020140","Sodium benzoate",144.105,1.9124,24323.338845,144,3240,0.2096694566335,0.00958464050907663,0.999497223749823
"151-21-3","DTXSID1026031","Sodium dodecyl sulfate",288.38,1.75103,42290.927,17.3,3240,0.002757213683112,0.000564513092790118,0.999385477505762
"151-21-3","DTXSID1026031","Sodium dodecyl sulfate",288.38,1.75103,42290.927,17.3,3240,0.002757213683112,0.000564513092790118,0.999385477505762
"627-83-8","DTXSID6027260","Octadecanoic acid, 1,2-ethanediyl ester",595.006,9.7616,0.00538519700396,5.51,3240,1.668449717416e-07,0.00408820057776323,0.0153586616454465
"627-83-8","DTXSID6027260","Octadecanoic acid, 1,2-ethanediyl ester",595.006,9.7616,0.00538519700396,5.51,3240,1.668449717416e-07,0.00408820057776323,0.0153586616454465
"3486-35-9","DTXSID5049817","Zinc carbonate",125.39,-0.521159,222065.69,1e+05,3240,1.409004346476,0.000134283826018323,0.936430808679659
"3486-35-9","DTXSID5049817","Zinc carbonate",125.39,-0.521159,222065.69,1e+05,3240,1.409004346476,0.000134283826018323,0.936430808679659
"128-37-0","DTXSID2020216","Butylated hydroxytoluene",220.356,5.05105,1.35442476468,14,8100,0.5617658892801,0.0284037879025635,0.998500717616916
"128-37-0","DTXSID2020216","Butylated hydroxytoluene",220.356,5.05105,1.35442476468,14,8100,0.5617658892801,0.0284037879025635,0.998500717616916
"52645-53-1","DTXSID8022292","Permethrin",391.29,6.34643,0.24852158286,11.1,13000,4.947793876485e-06,0.00926531657081382,0.975705634868808
"52645-53-1","DTXSID8022292","Permethrin",391.29,6.34643,0.24852158286,11.1,13000,4.947793876485e-06,0.00926531657081382,0.975705634868808
"7696-12-0","DTXSID6032649","Tetramethrin",331.412,4.36148,9.0620965868,0.43,8100,0.0004564465340757,0.0113143862642511,0.999491321126993
"7696-12-0","DTXSID6032649","Tetramethrin",331.412,4.36148,9.0620965868,0.43,8100,0.0004564465340757,0.0113143862642511,0.999491321126993
"51-03-6","DTXSID1021166","Piperonyl butoxide",338.444,4.39648,12.4416414172,2.4,8100,1.0909091229511e-05,0.0108480662452439,0.999469997589256
"51-03-6","DTXSID1021166","Piperonyl butoxide",338.444,4.39648,12.4416414172,2.4,8100,1.0909091229511e-05,0.0108480662452439,0.999469997589256
"108-65-6","DTXSID1026796","1-Methoxy-2-propyl acetate",132.159,0.595186,148776.67266,21.6,3240,527.1500639405,0.000765359959130462,0.994602603910563
"108-88-3","DTXSID7021360","Toluene",92.141,2.61725,424.77185282,43,3240,2953.544234626,0.0746239137912773,0.999693424103268
"78-93-3","DTXSID3021516","Methyl ethyl ketone",72.107,0.440088,153316.78768,223,3240,11499.416107953,0.00162644355170967,0.992410708468833
"78-93-3","DTXSID3021516","Methyl ethyl ketone",72.107,0.440088,153316.78768,223,3240,11499.416107953,0.00162644355170967,0.992410708468833
"110-12-3","DTXSID5021914","5-Methyl-2-hexanone",114.188,1.75412,4866.7953292,24.9,3240,732.9185074426,0.0119707991880535,0.99938803197298
"100-41-4","DTXSID3020596","Ethylbenzene",106.168,3.17849,173.99661184,36.1,3240,788.2366335014,0.0916010020418458,0.999716935480464
"100-41-4","DTXSID3020596","Ethylbenzene",106.168,3.17849,173.99661184,36.1,3240,788.2366335014,0.0916010020418458,0.999716935480464
"111-76-2","DTXSID1024097","2-Butoxyethanol",118.176,0.66142,550773.42912,13.8,1870,148.4384825782,0.00112294421557424,0.995327067630408
"12225-08-0","DTXSID0065278","C.I. Pigment Violet 32",576.58,4.69361,8.681680376,1.2,38900,1.925401959663e-08,0.00150281785857109,0.999199139821633
"95-63-6","DTXSID6021402","1,2,4-Trimethylbenzene",120.195,3.61895,60.68236887,7.9,8100,239.5923338451,0.0842527007563634,0.999696136097409
"95-63-6","DTXSID6021402","1,2,4-Trimethylbenzene",120.195,3.61895,60.68236887,7.9,8100,239.5923338451,0.0842527007563634,0.999696136097409
"980-26-7","DTXSID2052655","C.I. Pigment Red 122",340.382,3.9228,30.4050986848,1.28,13000,4.841522599416e-08,0.00863719106782393,0.999651867766322
"980-26-7","DTXSID2052655","C.I. Pigment Red 122",340.382,3.9228,30.4050986848,1.28,13000,4.841522599416e-08,0.00863719106782393,0.999651867766322
"101-96-2","DTXSID7024956","N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",220.36,3.69525,163.94211064,2.19,8100,0.07182277132885,0.0242119525650684,0.999688064399993
"101-96-2","DTXSID7024956","N,N'-Bis(1-methylpropyl)-1,4-benzenediamine",220.36,3.69525,163.94211064,2.19,8100,0.07182277132885,0.0242119525650684,0.999688064399993
"140-31-8","DTXSID2021997","1-(2-Aminoethyl)piperazine",129.207,-0.694529,1370524.4904,1.2,8100,4.765555501594,0.000107756076411577,0.908210184895291
"140-31-8","DTXSID2021997","1-(2-Aminoethyl)piperazine",129.207,-0.694529,1370524.4904,1.2,8100,4.765555501594,0.000107756076411577,0.908210184895291
"118-52-5","DTXSID4024985","1,3-Dichloro-5,5-dimethylhydantoin",197.02,0.725677,1087.8144068,83.9,8100,8.886630569928,0.000326642404307809,0.995932638167514
"89415-87-2","DTXSID4035839","1,3-Dichloro-5-ethyl-5-methylhydantoin",211.04,0.956278,3219.9428,40.5,8100,14.50507606483,0.000409738099365635,0.997500515299988
"89415-87-2","DTXSID4035839","1,3-Dichloro-5-ethyl-5-methylhydantoin",211.04,0.956278,3219.9428,40.5,8100,14.50507606483,0.000409738099365635,0.997500515299988
"123-86-4","DTXSID3021982","Butyl acetate",116.16,1.79862,6800.900832,52.4,1870,2192.233391009,0.0126147048521055,0.999422867653875
"5333-42-6","DTXSID3036288","2-Octyl-1-dodecanol",298.555,8.81483,0.0127250410655,8.5,1870,5.008468896174e-05,0.01579632864455,0.121253792112079
"5333-42-6","DTXSID3036288","2-Octyl-1-dodecanol",298.555,8.81483,0.0127250410655,8.5,1870,5.008468896174e-05,0.01579632864455,0.121253792112079
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"84753-08-2","DTXSID70868836","1,3-Bis(2-ethylhexyl)cyclohexane",308.594,9.46791,0.0038079573818,7.91,3240,0.04199575291566,0.0148049079463894,0.0297606582597163
"108-32-7","DTXSID2026789","Propylene carbonate",102.089,-0.349462,190758.40095,67.8,3240,6.688584322715,0.00023756022270251,0.956206511959543
"556-67-2","DTXSID7027205","Octamethylcyclotetrasiloxane",296.616,6.92842,0.0077686103328,254,8100,91.60634745856,0.0159950089267275,0.913754267681944
"556-67-2","DTXSID7027205","Octamethylcyclotetrasiloxane",296.616,6.92842,0.0077686103328,254,8100,91.60634745856,0.0159950089267275,0.913754267681944
"98-56-6","DTXSID7024821","1-Chloro-4-(trifluoromethyl)benzene",180.55,3.66264,362.6148145,1070,13000,809.2242441352,0.0370940002349331,0.9996917222036
"98-56-6","DTXSID7024821","1-Chloro-4-(trifluoromethyl)benzene",180.55,3.66264,362.6148145,1070,13000,809.2242441352,0.0370940002349331,0.9996917222036
"5131-66-8","DTXSID8027589","1-Butoxy-2-propanol",132.203,1.01684,174700.97638,6.83,1870,97.63798570455,0.00185295935917845,0.997792345887236
"5131-66-8","DTXSID8027589","1-Butoxy-2-propanol",132.203,1.01684,174700.97638,6.83,1870,97.63798570455,0.00185295935917845,0.997792345887236
"78-92-2","DTXSID9021762","2-Butanol",74.123,0.773595,146911.786,26.7,3240,1593.802511255,0.00314678199320385,0.996329752228946
"78-92-2","DTXSID9021762","2-Butanol",74.123,0.773595,146911.786,26.7,3240,1593.802511255,0.00314678199320385,0.996329752228946
"1760-24-3","DTXSID5027433","N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",222.36,0.926344,56622.19512,2.12,3240,0.2435506756042,0.000318008320494334,0.997340601846237
"1760-24-3","DTXSID5027433","N-[3-(Trimethoxysilyl)propyl]ethane-1,2-diamine",222.36,0.926344,56622.19512,2.12,3240,0.2435506756042,0.000318008320494334,0.997340601846237
"108-67-8","DTXSID6026797","1,3,5-Trimethylbenzene",120.195,3.59623,60.660373185,4.46,8100,618.8278722001,0.0837960739524429,0.999698224568171
"74-98-6","DTXSID5026386","Propane",44.097,2.37554,125.74215453,223,3240,472195.9080064,0.151797351629081,0.999658790876722
"74-98-6","DTXSID5026386","Propane",44.097,2.37554,125.74215453,223,3240,472195.9080064,0.151797351629081,0.999658790876722
"75-28-5","DTXSID1026401","Isobutane",58.124,2.59488,75.88320696,110,3240,274644.1234,0.152144894610855,0.999691057108539
"75-28-5","DTXSID1026401","Isobutane",58.124,2.59488,75.88320696,110,3240,274644.1234,0.152144894610855,0.999691057108539
"111-42-2","DTXSID3021932","Diethanolamine",105.137,-1.45295,983513.52883,2.77,1870,0.03249893243118,0.00010076199081576,0.633604968013726
"108-38-3","DTXSID6026298","m-Xylene",106.168,3.13142,147.91644264,10.9,3240,1194.4339587861,0.0892415635807509,0.999717109076805
"6422-86-2","DTXSID7027625","Bis(2-ethylhexyl) terephthalate",390.564,7.69705,0.056109986496,11.7,3240,8.288013038828e-05,0.00932869545993585,0.643996001081356
